SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '9.1271', 'loss': '9.1271'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '4.1167', 'loss': '4.1167'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '6.5916', 'loss': '6.5916'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '7.3241', 'loss': '7.3241'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '7.7080', 'loss': '7.7080'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '7.1758', 'loss': '7.1758'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '5.5448', 'loss': '5.5448'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '4.5636', 'loss': '4.5636'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '5.1220', 'loss': '5.1220'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '7.7287', 'loss': '7.7287'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '8.8886', 'loss': '8.8886'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '3.4556', 'loss': '3.4556'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '6.8712', 'loss': '6.8712'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '0.6088', 'loss': '0.6088'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '2.1153', 'loss': '2.1153'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '1.5747', 'loss': '1.5747'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '0.8450', 'loss': '0.8450'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '2.5553', 'loss': '2.5553'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '1.6054', 'loss': '1.6054'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '1.6021', 'loss': '1.6021'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '2.6813', 'loss': '2.6813'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '2.5811', 'loss': '2.5811'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '2.5580', 'loss': '2.5580'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '0.9918', 'loss': '0.9918'}
Val | Epoch: 1 | {'rmse': '19.109', 'pearson': '0.797', 'r2': '0.458', 'spearmanr': '0.837'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '2.5024', 'loss': '2.5024'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '1.6496', 'loss': '1.6496'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '0.9781', 'loss': '0.9781'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '5.1925', 'loss': '5.1925'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '6.6606', 'loss': '6.6606'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '1.1054', 'loss': '1.1054'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '1.0465', 'loss': '1.0465'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '1.9967', 'loss': '1.9967'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '0.7072', 'loss': '0.7072'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '1.1442', 'loss': '1.1442'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '1.9319', 'loss': '1.9319'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '0.9159', 'loss': '0.9159'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '2.9032', 'loss': '2.9032'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '0.6768', 'loss': '0.6768'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '2.0765', 'loss': '2.0765'}
Train | Epoch: 2 | Step: 150 / 234 | {'loss_reg': '1.0421', 'loss': '1.0421'}
Train | Epoch: 2 | Step: 160 / 234 | {'loss_reg': '2.7397', 'loss': '2.7397'}
Train | Epoch: 2 | Step: 170 / 234 | {'loss_reg': '0.9137', 'loss': '0.9137'}
Train | Epoch: 2 | Step: 180 / 234 | {'loss_reg': '2.1387', 'loss': '2.1387'}
Train | Epoch: 2 | Step: 190 / 234 | {'loss_reg': '2.8903', 'loss': '2.8903'}
