SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '9.7342', 'loss_triplet': '1.0198', 'loss': '10.7540'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '7.8962', 'loss_triplet': '0.1532', 'loss': '8.0494'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '3.3874', 'loss_triplet': '0.2557', 'loss': '3.6430'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '8.0431', 'loss_triplet': '0.1474', 'loss': '8.1905'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '3.0389', 'loss_triplet': '0.2920', 'loss': '3.3310'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '6.9989', 'loss_triplet': '0.3400', 'loss': '7.3389'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '4.8650', 'loss_triplet': '0.1203', 'loss': '4.9852'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '3.0623', 'loss_triplet': '0.2581', 'loss': '3.3204'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '5.8223', 'loss_triplet': '0.2350', 'loss': '6.0573'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '3.9813', 'loss_triplet': '0.2335', 'loss': '4.2148'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '2.2033', 'loss_triplet': '0.2350', 'loss': '2.4383'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '2.4168', 'loss_triplet': '0.2162', 'loss': '2.6330'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '1.4972', 'loss_triplet': '0.2363', 'loss': '1.7335'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '3.8486', 'loss_triplet': '0.1342', 'loss': '3.9828'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '2.5993', 'loss_triplet': '0.1771', 'loss': '2.7764'}
