SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '6.3353', 'loss': '6.3353'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '7.1468', 'loss': '7.1468'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '6.9756', 'loss': '6.9756'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '3.2262', 'loss': '3.2262'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '4.1093', 'loss': '4.1093'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '4.8109', 'loss': '4.8109'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '2.6056', 'loss': '2.6056'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '1.6503', 'loss': '1.6503'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '2.3422', 'loss': '2.3422'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '4.4100', 'loss': '4.4100'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '8.1166', 'loss': '8.1166'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '6.0841', 'loss': '6.0841'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '2.5339', 'loss': '2.5339'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '4.8842', 'loss': '4.8842'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '1.0452', 'loss': '1.0452'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '7.0840', 'loss': '7.0840'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '2.3782', 'loss': '2.3782'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '2.1960', 'loss': '2.1960'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '5.1477', 'loss': '5.1477'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '1.3235', 'loss': '1.3235'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '3.0722', 'loss': '3.0722'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '5.7236', 'loss': '5.7236'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '2.6970', 'loss': '2.6970'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '5.0112', 'loss': '5.0112'}
Val | Epoch: 1 | {'rmse': '13.418', 'pearson': '0.878', 'r2': '0.734', 'spearmanr': '0.740'}
