SEED FROM ARGS.
Train | Epoch: 1 | Time: 3.0185229778289795 | Step: 0 / 285 | {'loss_reg': '0.1064', 'loss': '0.1064'}
Train | Epoch: 1 | Time: 9.75954794883728 | Step: 10 / 285 | {'loss_reg': '0.0799', 'loss': '0.0799'}
Train | Epoch: 1 | Time: 9.56110692024231 | Step: 20 / 285 | {'loss_reg': '0.0782', 'loss': '0.0782'}
Train | Epoch: 1 | Time: 9.208775043487549 | Step: 30 / 285 | {'loss_reg': '0.0768', 'loss': '0.0768'}
Train | Epoch: 1 | Time: 8.918398141860962 | Step: 40 / 285 | {'loss_reg': '0.0723', 'loss': '0.0723'}
Train | Epoch: 1 | Time: 9.350915908813477 | Step: 50 / 285 | {'loss_reg': '0.0687', 'loss': '0.0687'}
Train | Epoch: 1 | Time: 9.15589690208435 | Step: 60 / 285 | {'loss_reg': '0.0684', 'loss': '0.0684'}
Train | Epoch: 1 | Time: 9.404197454452515 | Step: 70 / 285 | {'loss_reg': '0.0702', 'loss': '0.0702'}
Train | Epoch: 1 | Time: 9.302175283432007 | Step: 80 / 285 | {'loss_reg': '0.0650', 'loss': '0.0650'}
Train | Epoch: 1 | Time: 9.613020181655884 | Step: 90 / 285 | {'loss_reg': '0.0670', 'loss': '0.0670'}
Train | Epoch: 1 | Time: 9.28131365776062 | Step: 100 / 285 | {'loss_reg': '0.0644', 'loss': '0.0644'}
Train | Epoch: 1 | Time: 9.456757307052612 | Step: 110 / 285 | {'loss_reg': '0.0634', 'loss': '0.0634'}
Train | Epoch: 1 | Time: 9.113117218017578 | Step: 120 / 285 | {'loss_reg': '0.0612', 'loss': '0.0612'}
Train | Epoch: 1 | Time: 9.341220378875732 | Step: 130 / 285 | {'loss_reg': '0.0612', 'loss': '0.0612'}
Train | Epoch: 1 | Time: 9.362359285354614 | Step: 140 / 285 | {'loss_reg': '0.0611', 'loss': '0.0611'}
Train | Epoch: 1 | Time: 9.816710948944092 | Step: 150 / 285 | {'loss_reg': '0.0597', 'loss': '0.0597'}
Train | Epoch: 1 | Time: 9.490890741348267 | Step: 160 / 285 | {'loss_reg': '0.0585', 'loss': '0.0585'}
Train | Epoch: 1 | Time: 9.237272024154663 | Step: 170 / 285 | {'loss_reg': '0.0571', 'loss': '0.0571'}
Train | Epoch: 1 | Time: 10.245530605316162 | Step: 180 / 285 | {'loss_reg': '0.0572', 'loss': '0.0572'}
Train | Epoch: 1 | Time: 9.074948072433472 | Step: 190 / 285 | {'loss_reg': '0.0552', 'loss': '0.0552'}
Train | Epoch: 1 | Time: 9.956685543060303 | Step: 200 / 285 | {'loss_reg': '0.0556', 'loss': '0.0556'}
Train | Epoch: 1 | Time: 9.347068071365356 | Step: 210 / 285 | {'loss_reg': '0.0529', 'loss': '0.0529'}
Train | Epoch: 1 | Time: 9.839545249938965 | Step: 220 / 285 | {'loss_reg': '0.0532', 'loss': '0.0532'}
Train | Epoch: 1 | Time: 9.469074726104736 | Step: 230 / 285 | {'loss_reg': '0.0512', 'loss': '0.0512'}
Train | Epoch: 1 | Time: 9.263588428497314 | Step: 240 / 285 | {'loss_reg': '0.0481', 'loss': '0.0481'}
Train | Epoch: 1 | Time: 9.887628316879272 | Step: 250 / 285 | {'loss_reg': '0.0508', 'loss': '0.0508'}
Train | Epoch: 1 | Time: 9.512994527816772 | Step: 260 / 285 | {'loss_reg': '0.0483', 'loss': '0.0483'}
Train | Epoch: 1 | Time: 9.895217180252075 | Step: 270 / 285 | {'loss_reg': '0.0458', 'loss': '0.0458'}
Train | Epoch: 1 | Time: 10.225149154663086 | Step: 280 / 285 | {'loss_reg': '0.0455', 'loss': '0.0455'}
Val | Epoch: 1 | {'rmse': '23.001', 'pearson': '0.684', 'r2': '0.169', 'spearmanr': '0.725'}
Train | Epoch: 2 | Time: 0.8605303764343262 | Step: 0 / 285 | {'loss_reg': '0.0459', 'loss': '0.0459'}
Train | Epoch: 2 | Time: 8.566010475158691 | Step: 10 / 285 | {'loss_reg': '0.0451', 'loss': '0.0451'}
Train | Epoch: 2 | Time: 8.618017196655273 | Step: 20 / 285 | {'loss_reg': '0.0438', 'loss': '0.0438'}
Train | Epoch: 2 | Time: 8.457494735717773 | Step: 30 / 285 | {'loss_reg': '0.0425', 'loss': '0.0425'}
Train | Epoch: 2 | Time: 8.475213766098022 | Step: 40 / 285 | {'loss_reg': '0.0412', 'loss': '0.0412'}
Train | Epoch: 2 | Time: 9.146440982818604 | Step: 50 / 285 | {'loss_reg': '0.0426', 'loss': '0.0426'}
Train | Epoch: 2 | Time: 8.00862455368042 | Step: 60 / 285 | {'loss_reg': '0.0400', 'loss': '0.0400'}
Train | Epoch: 2 | Time: 8.357667922973633 | Step: 70 / 285 | {'loss_reg': '0.0393', 'loss': '0.0393'}
Train | Epoch: 2 | Time: 9.641166687011719 | Step: 80 / 285 | {'loss_reg': '0.0382', 'loss': '0.0382'}
Train | Epoch: 2 | Time: 9.557132005691528 | Step: 90 / 285 | {'loss_reg': '0.0385', 'loss': '0.0385'}
Train | Epoch: 2 | Time: 8.913209438323975 | Step: 100 / 285 | {'loss_reg': '0.0399', 'loss': '0.0399'}
Train | Epoch: 2 | Time: 9.641798257827759 | Step: 110 / 285 | {'loss_reg': '0.0351', 'loss': '0.0351'}
Train | Epoch: 2 | Time: 9.95173168182373 | Step: 120 / 285 | {'loss_reg': '0.0348', 'loss': '0.0348'}
Train | Epoch: 2 | Time: 8.853204727172852 | Step: 130 / 285 | {'loss_reg': '0.0367', 'loss': '0.0367'}
Train | Epoch: 2 | Time: 8.34985613822937 | Step: 140 / 285 | {'loss_reg': '0.0348', 'loss': '0.0348'}
