SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '9.6241', 'loss': '9.6241'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '7.1001', 'loss': '7.1001'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '3.4331', 'loss': '3.4331'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '3.8210', 'loss': '3.8210'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '2.1233', 'loss': '2.1233'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '9.9764', 'loss': '9.9764'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '6.9590', 'loss': '6.9590'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '7.7692', 'loss': '7.7692'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '3.7656', 'loss': '3.7656'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '8.4319', 'loss': '8.4319'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '1.6686', 'loss': '1.6686'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '5.1087', 'loss': '5.1087'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '4.5923', 'loss': '4.5923'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '3.6404', 'loss': '3.6404'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '1.9127', 'loss': '1.9127'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '2.0982', 'loss': '2.0982'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '4.1524', 'loss': '4.1524'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '4.2124', 'loss': '4.2124'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '2.6245', 'loss': '2.6245'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '3.6223', 'loss': '3.6223'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '2.1165', 'loss': '2.1165'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '1.2324', 'loss': '1.2324'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '4.3855', 'loss': '4.3855'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '6.8009', 'loss': '6.8009'}
Val | Epoch: 1 | {'rmse': '10.766', 'pearson': '0.912', 'r2': '0.822', 'spearmanr': '0.880'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '1.6791', 'loss': '1.6791'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '4.4431', 'loss': '4.4431'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '2.3360', 'loss': '2.3360'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '2.5916', 'loss': '2.5916'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '1.4744', 'loss': '1.4744'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '5.3307', 'loss': '5.3307'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '2.0960', 'loss': '2.0960'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '2.5493', 'loss': '2.5493'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '1.1788', 'loss': '1.1788'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '2.0133', 'loss': '2.0133'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '1.2277', 'loss': '1.2277'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '3.4625', 'loss': '3.4625'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '0.5036', 'loss': '0.5036'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '1.9308', 'loss': '1.9308'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '0.6856', 'loss': '0.6856'}
Train | Epoch: 2 | Step: 150 / 234 | {'loss_reg': '0.6725', 'loss': '0.6725'}
Train | Epoch: 2 | Step: 160 / 234 | {'loss_reg': '2.1774', 'loss': '2.1774'}
Train | Epoch: 2 | Step: 170 / 234 | {'loss_reg': '1.1243', 'loss': '1.1243'}
Train | Epoch: 2 | Step: 180 / 234 | {'loss_reg': '1.3193', 'loss': '1.3193'}
Train | Epoch: 2 | Step: 190 / 234 | {'loss_reg': '1.1180', 'loss': '1.1180'}
Train | Epoch: 2 | Step: 200 / 234 | {'loss_reg': '0.8542', 'loss': '0.8542'}
Train | Epoch: 2 | Step: 210 / 234 | {'loss_reg': '1.5129', 'loss': '1.5129'}
