SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '14.4279', 'loss': '14.4279'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '2.7002', 'loss': '2.7002'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '6.3284', 'loss': '6.3284'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '7.9864', 'loss': '7.9864'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '4.3267', 'loss': '4.3267'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '7.2322', 'loss': '7.2322'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '4.5359', 'loss': '4.5359'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '9.5957', 'loss': '9.5957'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '2.5182', 'loss': '2.5182'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '6.5928', 'loss': '6.5928'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '3.1495', 'loss': '3.1495'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '2.3796', 'loss': '2.3796'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '1.7830', 'loss': '1.7830'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '3.6273', 'loss': '3.6273'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '3.4944', 'loss': '3.4944'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '2.0752', 'loss': '2.0752'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '3.2390', 'loss': '3.2390'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '0.9704', 'loss': '0.9704'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '3.6930', 'loss': '3.6930'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '2.2834', 'loss': '2.2834'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '2.5427', 'loss': '2.5427'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '2.4321', 'loss': '2.4321'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '0.6508', 'loss': '0.6508'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '2.1095', 'loss': '2.1095'}
Val | Epoch: 1 | {'rmse': '16.842', 'pearson': '0.834', 'r2': '0.581', 'spearmanr': '0.889'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '2.1489', 'loss': '2.1489'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '2.5151', 'loss': '2.5151'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '2.1005', 'loss': '2.1005'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '1.0750', 'loss': '1.0750'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '2.4519', 'loss': '2.4519'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '1.9741', 'loss': '1.9741'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '1.9489', 'loss': '1.9489'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '2.0157', 'loss': '2.0157'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '6.0203', 'loss': '6.0203'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '1.9075', 'loss': '1.9075'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '2.6713', 'loss': '2.6713'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '7.5359', 'loss': '7.5359'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '0.7949', 'loss': '0.7949'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '3.0691', 'loss': '3.0691'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '0.2684', 'loss': '0.2684'}
