SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 442 | {'loss_reg': '8.7055', 'loss_triplet': '0.9921', 'loss': '9.6976'}
Train | Epoch: 1 | Step: 10 / 442 | {'loss_reg': '15.8506', 'loss_triplet': '0.8128', 'loss': '16.6634'}
Train | Epoch: 1 | Step: 20 / 442 | {'loss_reg': '9.5895', 'loss_triplet': '0.6426', 'loss': '10.2321'}
Train | Epoch: 1 | Step: 30 / 442 | {'loss_reg': '8.0796', 'loss_triplet': '0.4663', 'loss': '8.5460'}
Train | Epoch: 1 | Step: 40 / 442 | {'loss_reg': '9.9596', 'loss_triplet': '0.3629', 'loss': '10.3225'}
Train | Epoch: 1 | Step: 50 / 442 | {'loss_reg': '10.1201', 'loss_triplet': '0.2863', 'loss': '10.4065'}
Train | Epoch: 1 | Step: 60 / 442 | {'loss_reg': '6.4821', 'loss_triplet': '0.2075', 'loss': '6.6896'}
Train | Epoch: 1 | Step: 70 / 442 | {'loss_reg': '8.2718', 'loss_triplet': '0.1826', 'loss': '8.4544'}
Train | Epoch: 1 | Step: 80 / 442 | {'loss_reg': '7.4444', 'loss_triplet': '0.1548', 'loss': '7.5991'}
Train | Epoch: 1 | Step: 90 / 442 | {'loss_reg': '5.9207', 'loss_triplet': '0.1322', 'loss': '6.0529'}
Train | Epoch: 1 | Step: 100 / 442 | {'loss_reg': '4.3697', 'loss_triplet': '0.1055', 'loss': '4.4752'}
Train | Epoch: 1 | Step: 110 / 442 | {'loss_reg': '7.5721', 'loss_triplet': '0.1460', 'loss': '7.7181'}
Train | Epoch: 1 | Step: 120 / 442 | {'loss_reg': '4.3331', 'loss_triplet': '0.0957', 'loss': '4.4288'}
Train | Epoch: 1 | Step: 130 / 442 | {'loss_reg': '4.7028', 'loss_triplet': '0.0944', 'loss': '4.7972'}
Train | Epoch: 1 | Step: 140 / 442 | {'loss_reg': '5.9465', 'loss_triplet': '0.0948', 'loss': '6.0414'}
Train | Epoch: 1 | Step: 150 / 442 | {'loss_reg': '7.2642', 'loss_triplet': '0.1139', 'loss': '7.3781'}
Train | Epoch: 1 | Step: 160 / 442 | {'loss_reg': '6.1147', 'loss_triplet': '0.1484', 'loss': '6.2631'}
Train | Epoch: 1 | Step: 170 / 442 | {'loss_reg': '4.4171', 'loss_triplet': '0.1076', 'loss': '4.5247'}
