SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '9.7470', 'loss': '9.7470'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '12.0515', 'loss': '12.0515'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '2.3356', 'loss': '2.3356'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '3.3465', 'loss': '3.3465'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '4.4198', 'loss': '4.4198'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '2.1742', 'loss': '2.1742'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '6.0035', 'loss': '6.0035'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '2.9617', 'loss': '2.9617'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '5.3969', 'loss': '5.3969'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '1.9794', 'loss': '1.9794'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '7.4614', 'loss': '7.4614'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '7.5835', 'loss': '7.5835'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '1.6931', 'loss': '1.6931'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '2.1943', 'loss': '2.1943'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '3.0994', 'loss': '3.0994'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '1.3457', 'loss': '1.3457'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '3.6786', 'loss': '3.6786'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '5.0874', 'loss': '5.0874'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '5.0006', 'loss': '5.0006'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '2.7068', 'loss': '2.7068'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '5.2712', 'loss': '5.2712'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '3.7522', 'loss': '3.7522'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '6.4465', 'loss': '6.4465'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '6.2209', 'loss': '6.2209'}
Val | Epoch: 1 | {'rmse': '17.019', 'pearson': '0.833', 'r2': '0.572', 'spearmanr': '0.762'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '1.3356', 'loss': '1.3356'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '4.9731', 'loss': '4.9731'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '3.2221', 'loss': '3.2221'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '2.4699', 'loss': '2.4699'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '2.3348', 'loss': '2.3348'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '3.0822', 'loss': '3.0822'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '1.1995', 'loss': '1.1995'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '2.3553', 'loss': '2.3553'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '1.6578', 'loss': '1.6578'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '1.7887', 'loss': '1.7887'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '7.6804', 'loss': '7.6804'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '0.9275', 'loss': '0.9275'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '2.8920', 'loss': '2.8920'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '1.8300', 'loss': '1.8300'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '2.7032', 'loss': '2.7032'}
Train | Epoch: 2 | Step: 150 / 234 | {'loss_reg': '2.8192', 'loss': '2.8192'}
Train | Epoch: 2 | Step: 160 / 234 | {'loss_reg': '3.8026', 'loss': '3.8026'}
Train | Epoch: 2 | Step: 170 / 234 | {'loss_reg': '3.2317', 'loss': '3.2317'}
Train | Epoch: 2 | Step: 180 / 234 | {'loss_reg': '2.7892', 'loss': '2.7892'}
Train | Epoch: 2 | Step: 190 / 234 | {'loss_reg': '4.0719', 'loss': '4.0719'}
Train | Epoch: 2 | Step: 200 / 234 | {'loss_reg': '2.6458', 'loss': '2.6458'}
Train | Epoch: 2 | Step: 210 / 234 | {'loss_reg': '1.4962', 'loss': '1.4962'}
Train | Epoch: 2 | Step: 220 / 234 | {'loss_reg': '2.7836', 'loss': '2.7836'}
Train | Epoch: 2 | Step: 230 / 234 | {'loss_reg': '5.5038', 'loss': '5.5038'}
Val | Epoch: 2 | {'rmse': '13.320', 'pearson': '0.868', 'r2': '0.738', 'spearmanr': '0.802'}
Train | Epoch: 3 | Step: 0 / 234 | {'loss_reg': '1.5983', 'loss': '1.5983'}
Train | Epoch: 3 | Step: 10 / 234 | {'loss_reg': '3.8079', 'loss': '3.8079'}
Train | Epoch: 3 | Step: 20 / 234 | {'loss_reg': '4.4896', 'loss': '4.4896'}
Train | Epoch: 3 | Step: 30 / 234 | {'loss_reg': '1.6137', 'loss': '1.6137'}
Train | Epoch: 3 | Step: 40 / 234 | {'loss_reg': '2.5124', 'loss': '2.5124'}
Train | Epoch: 3 | Step: 50 / 234 | {'loss_reg': '6.1819', 'loss': '6.1819'}
Train | Epoch: 3 | Step: 60 / 234 | {'loss_reg': '3.6838', 'loss': '3.6838'}
Train | Epoch: 3 | Step: 70 / 234 | {'loss_reg': '5.0594', 'loss': '5.0594'}
Train | Epoch: 3 | Step: 80 / 234 | {'loss_reg': '3.6738', 'loss': '3.6738'}
Train | Epoch: 3 | Step: 90 / 234 | {'loss_reg': '4.0118', 'loss': '4.0118'}
Train | Epoch: 3 | Step: 100 / 234 | {'loss_reg': '5.0940', 'loss': '5.0940'}
Train | Epoch: 3 | Step: 110 / 234 | {'loss_reg': '3.7160', 'loss': '3.7160'}
Train | Epoch: 3 | Step: 120 / 234 | {'loss_reg': '3.0727', 'loss': '3.0727'}
Train | Epoch: 3 | Step: 130 / 234 | {'loss_reg': '2.2758', 'loss': '2.2758'}
Train | Epoch: 3 | Step: 140 / 234 | {'loss_reg': '2.9003', 'loss': '2.9003'}
Train | Epoch: 3 | Step: 150 / 234 | {'loss_reg': '4.7827', 'loss': '4.7827'}
Train | Epoch: 3 | Step: 160 / 234 | {'loss_reg': '3.3160', 'loss': '3.3160'}
Train | Epoch: 3 | Step: 170 / 234 | {'loss_reg': '2.9640', 'loss': '2.9640'}
Train | Epoch: 3 | Step: 180 / 234 | {'loss_reg': '3.4703', 'loss': '3.4703'}
Train | Epoch: 3 | Step: 190 / 234 | {'loss_reg': '2.4465', 'loss': '2.4465'}
Train | Epoch: 3 | Step: 200 / 234 | {'loss_reg': '2.7554', 'loss': '2.7554'}
Train | Epoch: 3 | Step: 210 / 234 | {'loss_reg': '0.6705', 'loss': '0.6705'}
Train | Epoch: 3 | Step: 220 / 234 | {'loss_reg': '3.9665', 'loss': '3.9665'}
Train | Epoch: 3 | Step: 230 / 234 | {'loss_reg': '2.2943', 'loss': '2.2943'}
Val | Epoch: 3 | {'rmse': '16.732', 'pearson': '0.856', 'r2': '0.587', 'spearmanr': '0.866'}
Train | Epoch: 4 | Step: 0 / 234 | {'loss_reg': '0.8751', 'loss': '0.8751'}
Train | Epoch: 4 | Step: 10 / 234 | {'loss_reg': '2.0506', 'loss': '2.0506'}
Train | Epoch: 4 | Step: 20 / 234 | {'loss_reg': '2.1813', 'loss': '2.1813'}
Train | Epoch: 4 | Step: 30 / 234 | {'loss_reg': '7.8498', 'loss': '7.8498'}
Train | Epoch: 4 | Step: 40 / 234 | {'loss_reg': '2.0531', 'loss': '2.0531'}
Train | Epoch: 4 | Step: 50 / 234 | {'loss_reg': '3.9343', 'loss': '3.9343'}
Train | Epoch: 4 | Step: 60 / 234 | {'loss_reg': '1.8686', 'loss': '1.8686'}
Train | Epoch: 4 | Step: 70 / 234 | {'loss_reg': '3.6070', 'loss': '3.6070'}
Train | Epoch: 4 | Step: 80 / 234 | {'loss_reg': '2.1412', 'loss': '2.1412'}
Train | Epoch: 4 | Step: 90 / 234 | {'loss_reg': '1.8601', 'loss': '1.8601'}
Train | Epoch: 4 | Step: 100 / 234 | {'loss_reg': '4.8060', 'loss': '4.8060'}
Train | Epoch: 4 | Step: 110 / 234 | {'loss_reg': '3.1994', 'loss': '3.1994'}
Train | Epoch: 4 | Step: 120 / 234 | {'loss_reg': '4.3094', 'loss': '4.3094'}
Train | Epoch: 4 | Step: 130 / 234 | {'loss_reg': '2.1428', 'loss': '2.1428'}
Train | Epoch: 4 | Step: 140 / 234 | {'loss_reg': '1.3188', 'loss': '1.3188'}
Train | Epoch: 4 | Step: 150 / 234 | {'loss_reg': '2.6963', 'loss': '2.6963'}
Train | Epoch: 4 | Step: 160 / 234 | {'loss_reg': '4.0877', 'loss': '4.0877'}
Train | Epoch: 4 | Step: 170 / 234 | {'loss_reg': '5.4971', 'loss': '5.4971'}
Train | Epoch: 4 | Step: 180 / 234 | {'loss_reg': '3.5687', 'loss': '3.5687'}
Train | Epoch: 4 | Step: 190 / 234 | {'loss_reg': '6.6005', 'loss': '6.6005'}
Train | Epoch: 4 | Step: 200 / 234 | {'loss_reg': '1.9303', 'loss': '1.9303'}
Train | Epoch: 4 | Step: 210 / 234 | {'loss_reg': '6.2787', 'loss': '6.2787'}
Train | Epoch: 4 | Step: 220 / 234 | {'loss_reg': '3.8115', 'loss': '3.8115'}
Train | Epoch: 4 | Step: 230 / 234 | {'loss_reg': '2.4418', 'loss': '2.4418'}
Val | Epoch: 4 | {'rmse': '14.296', 'pearson': '0.852', 'r2': '0.698', 'spearmanr': '0.840'}
Train | Epoch: 5 | Step: 0 / 234 | {'loss_reg': '1.2856', 'loss': '1.2856'}
Train | Epoch: 5 | Step: 10 / 234 | {'loss_reg': '4.8520', 'loss': '4.8520'}
Train | Epoch: 5 | Step: 20 / 234 | {'loss_reg': '3.4872', 'loss': '3.4872'}
Train | Epoch: 5 | Step: 30 / 234 | {'loss_reg': '1.7875', 'loss': '1.7875'}
Train | Epoch: 5 | Step: 40 / 234 | {'loss_reg': '1.9574', 'loss': '1.9574'}
Train | Epoch: 5 | Step: 50 / 234 | {'loss_reg': '1.9557', 'loss': '1.9557'}
Train | Epoch: 5 | Step: 60 / 234 | {'loss_reg': '2.1257', 'loss': '2.1257'}
Train | Epoch: 5 | Step: 70 / 234 | {'loss_reg': '3.7856', 'loss': '3.7856'}
Train | Epoch: 5 | Step: 80 / 234 | {'loss_reg': '3.7695', 'loss': '3.7695'}
Train | Epoch: 5 | Step: 90 / 234 | {'loss_reg': '4.4301', 'loss': '4.4301'}
Train | Epoch: 5 | Step: 100 / 234 | {'loss_reg': '4.4222', 'loss': '4.4222'}
Train | Epoch: 5 | Step: 110 / 234 | {'loss_reg': '3.8473', 'loss': '3.8473'}
Train | Epoch: 5 | Step: 120 / 234 | {'loss_reg': '1.7464', 'loss': '1.7464'}
Train | Epoch: 5 | Step: 130 / 234 | {'loss_reg': '2.2461', 'loss': '2.2461'}
Train | Epoch: 5 | Step: 140 / 234 | {'loss_reg': '1.4239', 'loss': '1.4239'}
Train | Epoch: 5 | Step: 150 / 234 | {'loss_reg': '0.8344', 'loss': '0.8344'}
Train | Epoch: 5 | Step: 160 / 234 | {'loss_reg': '3.5198', 'loss': '3.5198'}
Train | Epoch: 5 | Step: 170 / 234 | {'loss_reg': '3.0653', 'loss': '3.0653'}
Train | Epoch: 5 | Step: 180 / 234 | {'loss_reg': '4.3854', 'loss': '4.3854'}
Train | Epoch: 5 | Step: 190 / 234 | {'loss_reg': '3.2849', 'loss': '3.2849'}
Train | Epoch: 5 | Step: 200 / 234 | {'loss_reg': '3.5991', 'loss': '3.5991'}
Train | Epoch: 5 | Step: 210 / 234 | {'loss_reg': '2.6330', 'loss': '2.6330'}
Train | Epoch: 5 | Step: 220 / 234 | {'loss_reg': '2.3582', 'loss': '2.3582'}
Train | Epoch: 5 | Step: 230 / 234 | {'loss_reg': '2.2311', 'loss': '2.2311'}
Val | Epoch: 5 | {'rmse': '13.812', 'pearson': '0.854', 'r2': '0.718', 'spearmanr': '0.862'}
Train | Epoch: 6 | Step: 0 / 234 | {'loss_reg': '2.3505', 'loss': '2.3505'}
Train | Epoch: 6 | Step: 10 / 234 | {'loss_reg': '1.7034', 'loss': '1.7034'}
Train | Epoch: 6 | Step: 20 / 234 | {'loss_reg': '1.2066', 'loss': '1.2066'}
Train | Epoch: 6 | Step: 30 / 234 | {'loss_reg': '4.3432', 'loss': '4.3432'}
Train | Epoch: 6 | Step: 40 / 234 | {'loss_reg': '1.3925', 'loss': '1.3925'}
