SEED FROM ARGS.
Train | Epoch: 1 | Time: 1.956599473953247 | Step: 0 / 285 | {'loss_reg': '0.1062', 'loss': '0.1062'}
Train | Epoch: 1 | Time: 14.018229484558105 | Step: 10 / 285 | {'loss_reg': '0.1002', 'loss': '0.1002'}
Train | Epoch: 1 | Time: 13.26781940460205 | Step: 20 / 285 | {'loss_reg': '0.0762', 'loss': '0.0762'}
Train | Epoch: 1 | Time: 13.376161813735962 | Step: 30 / 285 | {'loss_reg': '0.0474', 'loss': '0.0474'}
Train | Epoch: 1 | Time: 13.57872200012207 | Step: 40 / 285 | {'loss_reg': '0.0499', 'loss': '0.0499'}
Train | Epoch: 1 | Time: 13.220851421356201 | Step: 50 / 285 | {'loss_reg': '0.0482', 'loss': '0.0482'}
Train | Epoch: 1 | Time: 13.143144369125366 | Step: 60 / 285 | {'loss_reg': '0.0447', 'loss': '0.0447'}
Train | Epoch: 1 | Time: 12.974706888198853 | Step: 70 / 285 | {'loss_reg': '0.0360', 'loss': '0.0360'}
Train | Epoch: 1 | Time: 13.851761102676392 | Step: 80 / 285 | {'loss_reg': '0.0322', 'loss': '0.0322'}
Train | Epoch: 1 | Time: 14.177658081054688 | Step: 90 / 285 | {'loss_reg': '0.0306', 'loss': '0.0306'}
Train | Epoch: 1 | Time: 13.213590383529663 | Step: 100 / 285 | {'loss_reg': '0.0313', 'loss': '0.0313'}
Train | Epoch: 1 | Time: 13.285471200942993 | Step: 110 / 285 | {'loss_reg': '0.0310', 'loss': '0.0310'}
Train | Epoch: 1 | Time: 13.114736318588257 | Step: 120 / 285 | {'loss_reg': '0.0309', 'loss': '0.0309'}
Train | Epoch: 1 | Time: 13.55692172050476 | Step: 130 / 285 | {'loss_reg': '0.0303', 'loss': '0.0303'}
Train | Epoch: 1 | Time: 13.156976461410522 | Step: 140 / 285 | {'loss_reg': '0.0309', 'loss': '0.0309'}
Train | Epoch: 1 | Time: 13.595369577407837 | Step: 150 / 285 | {'loss_reg': '0.0290', 'loss': '0.0290'}
Train | Epoch: 1 | Time: 13.409671068191528 | Step: 160 / 285 | {'loss_reg': '0.0302', 'loss': '0.0302'}
Train | Epoch: 1 | Time: 13.456964015960693 | Step: 170 / 285 | {'loss_reg': '0.0295', 'loss': '0.0295'}
Train | Epoch: 1 | Time: 13.890353679656982 | Step: 180 / 285 | {'loss_reg': '0.0293', 'loss': '0.0293'}
Train | Epoch: 1 | Time: 14.337299346923828 | Step: 190 / 285 | {'loss_reg': '0.0317', 'loss': '0.0317'}
Train | Epoch: 1 | Time: 13.8074471950531 | Step: 200 / 285 | {'loss_reg': '0.0296', 'loss': '0.0296'}
Train | Epoch: 1 | Time: 14.104840755462646 | Step: 210 / 285 | {'loss_reg': '0.0304', 'loss': '0.0304'}
Train | Epoch: 1 | Time: 14.515519618988037 | Step: 220 / 285 | {'loss_reg': '0.0306', 'loss': '0.0306'}
Train | Epoch: 1 | Time: 14.821016550064087 | Step: 230 / 285 | {'loss_reg': '0.0292', 'loss': '0.0292'}
Train | Epoch: 1 | Time: 13.613108396530151 | Step: 240 / 285 | {'loss_reg': '0.0287', 'loss': '0.0287'}
