SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '10.3390', 'loss_triplet': '1.0152', 'loss': '11.3542'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '4.2918', 'loss_triplet': '0.2215', 'loss': '4.5133'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '6.2773', 'loss_triplet': '0.6064', 'loss': '6.8837'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '4.2050', 'loss_triplet': '0.3366', 'loss': '4.5416'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '3.5546', 'loss_triplet': '0.2293', 'loss': '3.7840'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '7.3262', 'loss_triplet': '0.2806', 'loss': '7.6068'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '4.5427', 'loss_triplet': '1.0752', 'loss': '5.6180'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '9.7280', 'loss_triplet': '0.7219', 'loss': '10.4499'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '5.5915', 'loss_triplet': '0.2888', 'loss': '5.8803'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '3.8212', 'loss_triplet': '0.1994', 'loss': '4.0205'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '3.1831', 'loss_triplet': '0.4554', 'loss': '3.6385'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '3.7768', 'loss_triplet': '0.1260', 'loss': '3.9027'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '1.8780', 'loss_triplet': '0.3453', 'loss': '2.2232'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '1.2765', 'loss_triplet': '0.2688', 'loss': '1.5453'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '2.6994', 'loss_triplet': '0.2254', 'loss': '2.9249'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '2.3664', 'loss_triplet': '1.1774', 'loss': '3.5438'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '3.0371', 'loss_triplet': '0.8338', 'loss': '3.8709'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '2.5894', 'loss_triplet': '0.7822', 'loss': '3.3716'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '1.8307', 'loss_triplet': '0.2765', 'loss': '2.1072'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '1.4586', 'loss_triplet': '0.4906', 'loss': '1.9492'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '0.9311', 'loss_triplet': '0.2087', 'loss': '1.1397'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '3.2454', 'loss_triplet': '0.1346', 'loss': '3.3801'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '6.4352', 'loss_triplet': '0.1755', 'loss': '6.6107'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '1.2835', 'loss_triplet': '1.1695', 'loss': '2.4530'}
Val | Epoch: 1 | {'rmse': '17.932', 'pearson': '0.784', 'r2': '0.456', 'spearmanr': '0.818'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '1.5517', 'loss_triplet': '1.2819', 'loss': '2.8336'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '2.2260', 'loss_triplet': '0.8917', 'loss': '3.1177'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '1.9498', 'loss_triplet': '0.5989', 'loss': '2.5487'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '1.4449', 'loss_triplet': '0.3158', 'loss': '1.7607'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '5.7801', 'loss_triplet': '0.4868', 'loss': '6.2669'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '0.5080', 'loss_triplet': '1.0634', 'loss': '1.5714'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '1.7126', 'loss_triplet': '0.1980', 'loss': '1.9106'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '1.8113', 'loss_triplet': '0.2790', 'loss': '2.0903'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '1.8759', 'loss_triplet': '0.2826', 'loss': '2.1585'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '1.2587', 'loss_triplet': '0.2040', 'loss': '1.4628'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '4.6863', 'loss_triplet': '0.2580', 'loss': '4.9443'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '4.3274', 'loss_triplet': '0.2037', 'loss': '4.5311'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '1.6071', 'loss_triplet': '0.9240', 'loss': '2.5311'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '1.9818', 'loss_triplet': '0.5937', 'loss': '2.5754'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '2.1418', 'loss_triplet': '0.2423', 'loss': '2.3841'}
Train | Epoch: 2 | Step: 150 / 234 | {'loss_reg': '1.0397', 'loss_triplet': '0.5699', 'loss': '1.6096'}
Train | Epoch: 2 | Step: 160 / 234 | {'loss_reg': '2.2741', 'loss_triplet': '0.1847', 'loss': '2.4588'}
Train | Epoch: 2 | Step: 170 / 234 | {'loss_reg': '4.3329', 'loss_triplet': '0.1697', 'loss': '4.5026'}
Train | Epoch: 2 | Step: 180 / 234 | {'loss_reg': '4.5678', 'loss_triplet': '0.3489', 'loss': '4.9167'}
Train | Epoch: 2 | Step: 190 / 234 | {'loss_reg': '1.4562', 'loss_triplet': '0.2615', 'loss': '1.7177'}
Train | Epoch: 2 | Step: 200 / 234 | {'loss_reg': '0.7368', 'loss_triplet': '0.5928', 'loss': '1.3296'}
Train | Epoch: 2 | Step: 210 / 234 | {'loss_reg': '0.9262', 'loss_triplet': '0.3843', 'loss': '1.3105'}
Train | Epoch: 2 | Step: 220 / 234 | {'loss_reg': '2.1520', 'loss_triplet': '0.3955', 'loss': '2.5475'}
Train | Epoch: 2 | Step: 230 / 234 | {'loss_reg': '1.2471', 'loss_triplet': '0.4831', 'loss': '1.7302'}
Val | Epoch: 2 | {'rmse': '12.858', 'pearson': '0.853', 'r2': '0.720', 'spearmanr': '0.857'}
Train | Epoch: 3 | Step: 0 / 234 | {'loss_reg': '1.3274', 'loss_triplet': '0.2982', 'loss': '1.6256'}
Train | Epoch: 3 | Step: 10 / 234 | {'loss_reg': '0.6404', 'loss_triplet': '0.4550', 'loss': '1.0954'}
Train | Epoch: 3 | Step: 20 / 234 | {'loss_reg': '1.6399', 'loss_triplet': '1.3120', 'loss': '2.9519'}
Train | Epoch: 3 | Step: 30 / 234 | {'loss_reg': '1.1295', 'loss_triplet': '0.6091', 'loss': '1.7386'}
Train | Epoch: 3 | Step: 40 / 234 | {'loss_reg': '7.7428', 'loss_triplet': '0.6300', 'loss': '8.3728'}
Train | Epoch: 3 | Step: 50 / 234 | {'loss_reg': '2.8671', 'loss_triplet': '0.5768', 'loss': '3.4438'}
Train | Epoch: 3 | Step: 60 / 234 | {'loss_reg': '0.9371', 'loss_triplet': '0.7108', 'loss': '1.6479'}
Train | Epoch: 3 | Step: 70 / 234 | {'loss_reg': '1.1971', 'loss_triplet': '0.2989', 'loss': '1.4960'}
Train | Epoch: 3 | Step: 80 / 234 | {'loss_reg': '1.9720', 'loss_triplet': '1.0052', 'loss': '2.9771'}
Train | Epoch: 3 | Step: 90 / 234 | {'loss_reg': '4.0522', 'loss_triplet': '0.3064', 'loss': '4.3586'}
Train | Epoch: 3 | Step: 100 / 234 | {'loss_reg': '0.6137', 'loss_triplet': '0.2594', 'loss': '0.8731'}
Train | Epoch: 3 | Step: 110 / 234 | {'loss_reg': '1.1481', 'loss_triplet': '0.2898', 'loss': '1.4380'}
Train | Epoch: 3 | Step: 120 / 234 | {'loss_reg': '1.2992', 'loss_triplet': '0.4867', 'loss': '1.7859'}
Train | Epoch: 3 | Step: 130 / 234 | {'loss_reg': '1.3685', 'loss_triplet': '0.4999', 'loss': '1.8684'}
Train | Epoch: 3 | Step: 140 / 234 | {'loss_reg': '0.9912', 'loss_triplet': '0.8884', 'loss': '1.8796'}
