SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '12.9729', 'loss_triplet': '1.0762', 'loss': '14.0491'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '9.1162', 'loss_triplet': '0.2271', 'loss': '9.3433'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '2.5747', 'loss_triplet': '0.1600', 'loss': '2.7348'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '6.3684', 'loss_triplet': '0.2801', 'loss': '6.6485'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '7.8531', 'loss_triplet': '1.2131', 'loss': '9.0662'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '7.6631', 'loss_triplet': '0.9227', 'loss': '8.5858'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '6.7957', 'loss_triplet': '0.1632', 'loss': '6.9589'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '5.3980', 'loss_triplet': '0.2559', 'loss': '5.6539'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '4.6299', 'loss_triplet': '0.1119', 'loss': '4.7417'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '3.7864', 'loss_triplet': '0.2195', 'loss': '4.0059'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '1.9341', 'loss_triplet': '0.5766', 'loss': '2.5107'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '4.4070', 'loss_triplet': '0.4989', 'loss': '4.9059'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '5.1438', 'loss_triplet': '0.5258', 'loss': '5.6697'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '3.0747', 'loss_triplet': '0.9391', 'loss': '4.0138'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '4.8260', 'loss_triplet': '0.2903', 'loss': '5.1164'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '2.0154', 'loss_triplet': '0.4848', 'loss': '2.5002'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '3.8969', 'loss_triplet': '0.6299', 'loss': '4.5268'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '1.5648', 'loss_triplet': '1.0476', 'loss': '2.6123'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '1.8304', 'loss_triplet': '0.2860', 'loss': '2.1164'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '4.9317', 'loss_triplet': '0.2151', 'loss': '5.1468'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '2.0735', 'loss_triplet': '0.3515', 'loss': '2.4250'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '1.4497', 'loss_triplet': '0.6152', 'loss': '2.0649'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '3.8637', 'loss_triplet': '0.2519', 'loss': '4.1156'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '2.5716', 'loss_triplet': '0.2505', 'loss': '2.8220'}
Val | Epoch: 1 | {'rmse': '11.579', 'pearson': '0.885', 'r2': '0.775', 'spearmanr': '0.802'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '2.4917', 'loss_triplet': '0.2634', 'loss': '2.7551'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '2.3305', 'loss_triplet': '0.2604', 'loss': '2.5909'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '6.1828', 'loss_triplet': '0.2351', 'loss': '6.4179'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '2.3047', 'loss_triplet': '0.3869', 'loss': '2.6917'}
