SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '16.4334', 'loss': '16.4334'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '4.7790', 'loss': '4.7790'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '8.0611', 'loss': '8.0611'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '4.6136', 'loss': '4.6136'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '5.3946', 'loss': '5.3946'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '7.9863', 'loss': '7.9863'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '3.0259', 'loss': '3.0259'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '2.4423', 'loss': '2.4423'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '4.2449', 'loss': '4.2449'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '3.9744', 'loss': '3.9744'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '3.8441', 'loss': '3.8441'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '4.4255', 'loss': '4.4255'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '1.9729', 'loss': '1.9729'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '3.6690', 'loss': '3.6690'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '4.3771', 'loss': '4.3771'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '3.8347', 'loss': '3.8347'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '2.9734', 'loss': '2.9734'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '3.9286', 'loss': '3.9286'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '2.0356', 'loss': '2.0356'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '1.7873', 'loss': '1.7873'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '5.9553', 'loss': '5.9553'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '3.6511', 'loss': '3.6511'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '6.3041', 'loss': '6.3041'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '4.1909', 'loss': '4.1909'}
Val | Epoch: 1 | {'rmse': '16.733', 'pearson': '0.829', 'r2': '0.559', 'spearmanr': '0.683'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '2.3627', 'loss': '2.3627'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '3.5135', 'loss': '3.5135'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '2.8938', 'loss': '2.8938'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '5.6226', 'loss': '5.6226'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '5.1512', 'loss': '5.1512'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '2.4673', 'loss': '2.4673'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '2.2864', 'loss': '2.2864'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '2.0498', 'loss': '2.0498'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '5.5242', 'loss': '5.5242'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '2.4081', 'loss': '2.4081'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '3.7321', 'loss': '3.7321'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '1.9605', 'loss': '1.9605'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '2.5690', 'loss': '2.5690'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '3.6851', 'loss': '3.6851'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '2.9578', 'loss': '2.9578'}
Train | Epoch: 2 | Step: 150 / 234 | {'loss_reg': '1.9371', 'loss': '1.9371'}
Train | Epoch: 2 | Step: 160 / 234 | {'loss_reg': '2.3702', 'loss': '2.3702'}
Train | Epoch: 2 | Step: 170 / 234 | {'loss_reg': '2.6314', 'loss': '2.6314'}
Train | Epoch: 2 | Step: 180 / 234 | {'loss_reg': '3.9088', 'loss': '3.9088'}
Train | Epoch: 2 | Step: 190 / 234 | {'loss_reg': '3.2771', 'loss': '3.2771'}
Train | Epoch: 2 | Step: 200 / 234 | {'loss_reg': '4.0556', 'loss': '4.0556'}
Train | Epoch: 2 | Step: 210 / 234 | {'loss_reg': '5.9156', 'loss': '5.9156'}
Train | Epoch: 2 | Step: 220 / 234 | {'loss_reg': '2.7592', 'loss': '2.7592'}
Train | Epoch: 2 | Step: 230 / 234 | {'loss_reg': '2.4759', 'loss': '2.4759'}
Val | Epoch: 2 | {'rmse': '22.855', 'pearson': '0.856', 'r2': '0.177', 'spearmanr': '0.709'}
Train | Epoch: 3 | Step: 0 / 234 | {'loss_reg': '5.1546', 'loss': '5.1546'}
Train | Epoch: 3 | Step: 10 / 234 | {'loss_reg': '6.1688', 'loss': '6.1688'}
Train | Epoch: 3 | Step: 20 / 234 | {'loss_reg': '2.4144', 'loss': '2.4144'}
Train | Epoch: 3 | Step: 30 / 234 | {'loss_reg': '2.1932', 'loss': '2.1932'}
Train | Epoch: 3 | Step: 40 / 234 | {'loss_reg': '1.6427', 'loss': '1.6427'}
Train | Epoch: 3 | Step: 50 / 234 | {'loss_reg': '0.6759', 'loss': '0.6759'}
Train | Epoch: 3 | Step: 60 / 234 | {'loss_reg': '1.6555', 'loss': '1.6555'}
Train | Epoch: 3 | Step: 70 / 234 | {'loss_reg': '4.5311', 'loss': '4.5311'}
Train | Epoch: 3 | Step: 80 / 234 | {'loss_reg': '2.0421', 'loss': '2.0421'}
Train | Epoch: 3 | Step: 90 / 234 | {'loss_reg': '3.9140', 'loss': '3.9140'}
Train | Epoch: 3 | Step: 100 / 234 | {'loss_reg': '3.8171', 'loss': '3.8171'}
Train | Epoch: 3 | Step: 110 / 234 | {'loss_reg': '3.3197', 'loss': '3.3197'}
Train | Epoch: 3 | Step: 120 / 234 | {'loss_reg': '3.7783', 'loss': '3.7783'}
Train | Epoch: 3 | Step: 130 / 234 | {'loss_reg': '0.5013', 'loss': '0.5013'}
Train | Epoch: 3 | Step: 140 / 234 | {'loss_reg': '2.9953', 'loss': '2.9953'}
Train | Epoch: 3 | Step: 150 / 234 | {'loss_reg': '4.7583', 'loss': '4.7583'}
Train | Epoch: 3 | Step: 160 / 234 | {'loss_reg': '3.8150', 'loss': '3.8150'}
Train | Epoch: 3 | Step: 170 / 234 | {'loss_reg': '4.7572', 'loss': '4.7572'}
Train | Epoch: 3 | Step: 180 / 234 | {'loss_reg': '4.2455', 'loss': '4.2455'}
Train | Epoch: 3 | Step: 190 / 234 | {'loss_reg': '6.2065', 'loss': '6.2065'}
Train | Epoch: 3 | Step: 200 / 234 | {'loss_reg': '4.2136', 'loss': '4.2136'}
Train | Epoch: 3 | Step: 210 / 234 | {'loss_reg': '4.7137', 'loss': '4.7137'}
Train | Epoch: 3 | Step: 220 / 234 | {'loss_reg': '1.4381', 'loss': '1.4381'}
Train | Epoch: 3 | Step: 230 / 234 | {'loss_reg': '2.2990', 'loss': '2.2990'}
Val | Epoch: 3 | {'rmse': '14.245', 'pearson': '0.847', 'r2': '0.680', 'spearmanr': '0.764'}
Train | Epoch: 4 | Step: 0 / 234 | {'loss_reg': '1.7013', 'loss': '1.7013'}
Train | Epoch: 4 | Step: 10 / 234 | {'loss_reg': '2.5989', 'loss': '2.5989'}
Train | Epoch: 4 | Step: 20 / 234 | {'loss_reg': '4.2924', 'loss': '4.2924'}
Train | Epoch: 4 | Step: 30 / 234 | {'loss_reg': '5.7647', 'loss': '5.7647'}
Train | Epoch: 4 | Step: 40 / 234 | {'loss_reg': '1.7913', 'loss': '1.7913'}
Train | Epoch: 4 | Step: 50 / 234 | {'loss_reg': '3.1621', 'loss': '3.1621'}
Train | Epoch: 4 | Step: 60 / 234 | {'loss_reg': '1.2575', 'loss': '1.2575'}
Train | Epoch: 4 | Step: 70 / 234 | {'loss_reg': '4.2701', 'loss': '4.2701'}
Train | Epoch: 4 | Step: 80 / 234 | {'loss_reg': '3.8431', 'loss': '3.8431'}
