SEED FROM ARGS.
Train | Epoch: 1 | Time: 2.9845988750457764 | Step: 0 / 285 | {'loss_reg': '0.1048', 'loss': '0.1048'}
Train | Epoch: 1 | Time: 14.054742336273193 | Step: 10 / 285 | {'loss_reg': '0.0963', 'loss': '0.0963'}
Train | Epoch: 1 | Time: 14.179693937301636 | Step: 20 / 285 | {'loss_reg': '0.0768', 'loss': '0.0768'}
Train | Epoch: 1 | Time: 14.169196844100952 | Step: 30 / 285 | {'loss_reg': '0.0495', 'loss': '0.0495'}
Train | Epoch: 1 | Time: 13.86349081993103 | Step: 40 / 285 | {'loss_reg': '0.0501', 'loss': '0.0501'}
Train | Epoch: 1 | Time: 14.325220584869385 | Step: 50 / 285 | {'loss_reg': '0.0487', 'loss': '0.0487'}
Train | Epoch: 1 | Time: 14.054345846176147 | Step: 60 / 285 | {'loss_reg': '0.0473', 'loss': '0.0473'}
Train | Epoch: 1 | Time: 14.747563362121582 | Step: 70 / 285 | {'loss_reg': '0.0328', 'loss': '0.0328'}
Train | Epoch: 1 | Time: 14.173352003097534 | Step: 80 / 285 | {'loss_reg': '0.0332', 'loss': '0.0332'}
Train | Epoch: 1 | Time: 14.463183164596558 | Step: 90 / 285 | {'loss_reg': '0.0311', 'loss': '0.0311'}
Train | Epoch: 1 | Time: 13.990350723266602 | Step: 100 / 285 | {'loss_reg': '0.0316', 'loss': '0.0316'}
Train | Epoch: 1 | Time: 14.262569665908813 | Step: 110 / 285 | {'loss_reg': '0.0296', 'loss': '0.0296'}
Train | Epoch: 1 | Time: 13.590245008468628 | Step: 120 / 285 | {'loss_reg': '0.0306', 'loss': '0.0306'}
Train | Epoch: 1 | Time: 13.267160415649414 | Step: 130 / 285 | {'loss_reg': '0.0315', 'loss': '0.0315'}
Train | Epoch: 1 | Time: 13.683071374893188 | Step: 140 / 285 | {'loss_reg': '0.0326', 'loss': '0.0326'}
Train | Epoch: 1 | Time: 13.883097410202026 | Step: 150 / 285 | {'loss_reg': '0.0283', 'loss': '0.0283'}
Train | Epoch: 1 | Time: 13.789990186691284 | Step: 160 / 285 | {'loss_reg': '0.0301', 'loss': '0.0301'}
Train | Epoch: 1 | Time: 14.611180067062378 | Step: 170 / 285 | {'loss_reg': '0.0318', 'loss': '0.0318'}
Train | Epoch: 1 | Time: 14.130550146102905 | Step: 180 / 285 | {'loss_reg': '0.0300', 'loss': '0.0300'}
Train | Epoch: 1 | Time: 14.041636943817139 | Step: 190 / 285 | {'loss_reg': '0.0306', 'loss': '0.0306'}
Train | Epoch: 1 | Time: 13.604472637176514 | Step: 200 / 285 | {'loss_reg': '0.0294', 'loss': '0.0294'}
Train | Epoch: 1 | Time: 14.197075605392456 | Step: 210 / 285 | {'loss_reg': '0.0305', 'loss': '0.0305'}
Train | Epoch: 1 | Time: 14.280510663986206 | Step: 220 / 285 | {'loss_reg': '0.0287', 'loss': '0.0287'}
Train | Epoch: 1 | Time: 14.086122274398804 | Step: 230 / 285 | {'loss_reg': '0.0287', 'loss': '0.0287'}
Train | Epoch: 1 | Time: 14.404337644577026 | Step: 240 / 285 | {'loss_reg': '0.0310', 'loss': '0.0310'}
Train | Epoch: 1 | Time: 14.678090572357178 | Step: 250 / 285 | {'loss_reg': '0.0283', 'loss': '0.0283'}
Train | Epoch: 1 | Time: 14.270429611206055 | Step: 260 / 285 | {'loss_reg': '0.0291', 'loss': '0.0291'}
Train | Epoch: 1 | Time: 13.8393075466156 | Step: 270 / 285 | {'loss_reg': '0.0279', 'loss': '0.0279'}
Train | Epoch: 1 | Time: 14.012813329696655 | Step: 280 / 285 | {'loss_reg': '0.0293', 'loss': '0.0293'}
Val | Epoch: 1 | {'rmse': '14.744', 'pearson': '0.813', 'r2': '0.659', 'spearmanr': '0.809'}
Train | Epoch: 2 | Time: 1.2335104942321777 | Step: 0 / 285 | {'loss_reg': '0.0278', 'loss': '0.0278'}
Train | Epoch: 2 | Time: 13.44701600074768 | Step: 10 / 285 | {'loss_reg': '0.0292', 'loss': '0.0292'}
Train | Epoch: 2 | Time: 13.976091384887695 | Step: 20 / 285 | {'loss_reg': '0.0269', 'loss': '0.0269'}
Train | Epoch: 2 | Time: 13.96929407119751 | Step: 30 / 285 | {'loss_reg': '0.0305', 'loss': '0.0305'}
Train | Epoch: 2 | Time: 14.170705795288086 | Step: 40 / 285 | {'loss_reg': '0.0283', 'loss': '0.0283'}
Train | Epoch: 2 | Time: 14.543765306472778 | Step: 50 / 285 | {'loss_reg': '0.0298', 'loss': '0.0298'}
Train | Epoch: 2 | Time: 13.978160858154297 | Step: 60 / 285 | {'loss_reg': '0.0300', 'loss': '0.0300'}
Train | Epoch: 2 | Time: 14.244558811187744 | Step: 70 / 285 | {'loss_reg': '0.0288', 'loss': '0.0288'}
Train | Epoch: 2 | Time: 14.388422012329102 | Step: 80 / 285 | {'loss_reg': '0.0286', 'loss': '0.0286'}
Train | Epoch: 2 | Time: 14.207712650299072 | Step: 90 / 285 | {'loss_reg': '0.0282', 'loss': '0.0282'}
Train | Epoch: 2 | Time: 14.440531253814697 | Step: 100 / 285 | {'loss_reg': '0.0279', 'loss': '0.0279'}
