SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '13.7988', 'loss_triplet': '1.0191', 'loss': '14.8179'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '13.0172', 'loss_triplet': '0.2198', 'loss': '13.2371'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '6.3181', 'loss_triplet': '0.4781', 'loss': '6.7961'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '7.5384', 'loss_triplet': '0.3782', 'loss': '7.9166'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '5.0669', 'loss_triplet': '0.1511', 'loss': '5.2180'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '5.4505', 'loss_triplet': '0.2100', 'loss': '5.6605'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '7.9485', 'loss_triplet': '0.6745', 'loss': '8.6230'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '3.2086', 'loss_triplet': '0.4566', 'loss': '3.6652'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '1.1842', 'loss_triplet': '0.2173', 'loss': '1.4015'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '2.8079', 'loss_triplet': '0.3115', 'loss': '3.1194'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '1.9627', 'loss_triplet': '0.1348', 'loss': '2.0975'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '1.4437', 'loss_triplet': '0.1343', 'loss': '1.5780'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '3.1802', 'loss_triplet': '0.1956', 'loss': '3.3757'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '0.4930', 'loss_triplet': '0.9126', 'loss': '1.4056'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '3.1139', 'loss_triplet': '0.4832', 'loss': '3.5971'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '2.3611', 'loss_triplet': '0.3507', 'loss': '2.7118'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '4.8381', 'loss_triplet': '0.5342', 'loss': '5.3723'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '1.8236', 'loss_triplet': '0.3473', 'loss': '2.1709'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '2.2195', 'loss_triplet': '0.2920', 'loss': '2.5115'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '1.4073', 'loss_triplet': '0.4556', 'loss': '1.8629'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '15.0587', 'loss_triplet': '0.5606', 'loss': '15.6193'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '6.1624', 'loss_triplet': '1.2112', 'loss': '7.3737'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '2.1121', 'loss_triplet': '0.8217', 'loss': '2.9338'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '2.0437', 'loss_triplet': '0.5207', 'loss': '2.5644'}
Val | Epoch: 1 | {'rmse': '15.764', 'pearson': '0.813', 'r2': '0.607', 'spearmanr': '0.681'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '3.0848', 'loss_triplet': '0.5106', 'loss': '3.5954'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '2.5420', 'loss_triplet': '0.8022', 'loss': '3.3442'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '1.6527', 'loss_triplet': '0.4475', 'loss': '2.1002'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '1.8161', 'loss_triplet': '0.3191', 'loss': '2.1352'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '2.3924', 'loss_triplet': '0.2305', 'loss': '2.6229'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '2.4570', 'loss_triplet': '0.5309', 'loss': '2.9880'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '12.4109', 'loss_triplet': '0.3034', 'loss': '12.7144'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '1.6385', 'loss_triplet': '0.5187', 'loss': '2.1571'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '2.5089', 'loss_triplet': '0.5542', 'loss': '3.0631'}
