SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '9.1271', 'loss': '9.1271'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '4.1210', 'loss': '4.1210'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '6.5916', 'loss': '6.5916'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '7.3247', 'loss': '7.3247'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '7.7081', 'loss': '7.7081'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '7.1799', 'loss': '7.1799'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '5.5516', 'loss': '5.5516'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '4.5692', 'loss': '4.5692'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '5.1793', 'loss': '5.1793'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '7.6391', 'loss': '7.6391'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '8.6822', 'loss': '8.6822'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '3.5247', 'loss': '3.5247'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '6.2844', 'loss': '6.2844'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '0.4686', 'loss': '0.4686'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '2.0967', 'loss': '2.0967'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '1.4163', 'loss': '1.4163'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '0.8765', 'loss': '0.8765'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '2.7743', 'loss': '2.7743'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '1.2500', 'loss': '1.2500'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '3.8453', 'loss': '3.8453'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '2.0622', 'loss': '2.0622'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '2.3678', 'loss': '2.3678'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '2.3471', 'loss': '2.3471'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '0.8679', 'loss': '0.8679'}
Val | Epoch: 1 | {'rmse': '12.319', 'pearson': '0.889', 'r2': '0.775', 'spearmanr': '0.833'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '3.4109', 'loss': '3.4109'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '0.9793', 'loss': '0.9793'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '1.3619', 'loss': '1.3619'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '1.8677', 'loss': '1.8677'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '7.1567', 'loss': '7.1567'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '1.8527', 'loss': '1.8527'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '1.1357', 'loss': '1.1357'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '2.6842', 'loss': '2.6842'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '0.4780', 'loss': '0.4780'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '1.4412', 'loss': '1.4412'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '1.5514', 'loss': '1.5514'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '1.3335', 'loss': '1.3335'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '6.9189', 'loss': '6.9189'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '0.7537', 'loss': '0.7537'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '1.5750', 'loss': '1.5750'}
Train | Epoch: 2 | Step: 150 / 234 | {'loss_reg': '0.5214', 'loss': '0.5214'}
Train | Epoch: 2 | Step: 160 / 234 | {'loss_reg': '7.9695', 'loss': '7.9695'}
Train | Epoch: 2 | Step: 170 / 234 | {'loss_reg': '1.2867', 'loss': '1.2867'}
Train | Epoch: 2 | Step: 180 / 234 | {'loss_reg': '1.7925', 'loss': '1.7925'}
Train | Epoch: 2 | Step: 190 / 234 | {'loss_reg': '1.8633', 'loss': '1.8633'}
Train | Epoch: 2 | Step: 200 / 234 | {'loss_reg': '1.7115', 'loss': '1.7115'}
Train | Epoch: 2 | Step: 210 / 234 | {'loss_reg': '7.9746', 'loss': '7.9746'}
