SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '12.6863', 'loss_triplet': '1.0427', 'loss': '13.7289'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '6.0077', 'loss_triplet': '0.2265', 'loss': '6.2343'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '6.2529', 'loss_triplet': '0.2019', 'loss': '6.4548'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '7.7657', 'loss_triplet': '0.1699', 'loss': '7.9356'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '0.5752', 'loss_triplet': '0.1665', 'loss': '0.7417'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '4.4569', 'loss_triplet': '0.3696', 'loss': '4.8265'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '5.8472', 'loss_triplet': '0.1745', 'loss': '6.0217'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '8.5731', 'loss_triplet': '0.3061', 'loss': '8.8792'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '3.4570', 'loss_triplet': '0.1403', 'loss': '3.5974'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '7.7749', 'loss_triplet': '0.6923', 'loss': '8.4672'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '3.9437', 'loss_triplet': '0.1464', 'loss': '4.0901'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '2.2278', 'loss_triplet': '0.2053', 'loss': '2.4331'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '2.6325', 'loss_triplet': '0.2099', 'loss': '2.8424'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '2.1457', 'loss_triplet': '0.1326', 'loss': '2.2783'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '4.0184', 'loss_triplet': '0.1035', 'loss': '4.1219'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '2.6081', 'loss_triplet': '0.2884', 'loss': '2.8964'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '0.9140', 'loss_triplet': '0.2674', 'loss': '1.1814'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '2.0837', 'loss_triplet': '0.2389', 'loss': '2.3226'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '1.9036', 'loss_triplet': '0.5652', 'loss': '2.4688'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '6.4705', 'loss_triplet': '0.3899', 'loss': '6.8604'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '1.7683', 'loss_triplet': '0.2756', 'loss': '2.0439'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '2.2085', 'loss_triplet': '0.2924', 'loss': '2.5009'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '2.0580', 'loss_triplet': '0.2101', 'loss': '2.2682'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '2.2211', 'loss_triplet': '1.1281', 'loss': '3.3491'}
Val | Epoch: 1 | {'rmse': '13.999', 'pearson': '0.843', 'r2': '0.691', 'spearmanr': '0.686'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '3.4076', 'loss_triplet': '0.7353', 'loss': '4.1429'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '3.0608', 'loss_triplet': '0.6843', 'loss': '3.7452'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '1.7051', 'loss_triplet': '0.1998', 'loss': '1.9049'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '2.3203', 'loss_triplet': '0.3451', 'loss': '2.6654'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '1.8224', 'loss_triplet': '0.2386', 'loss': '2.0610'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '4.3623', 'loss_triplet': '0.5382', 'loss': '4.9004'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '0.8173', 'loss_triplet': '0.5486', 'loss': '1.3658'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '1.7649', 'loss_triplet': '0.1818', 'loss': '1.9467'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '5.0886', 'loss_triplet': '0.1080', 'loss': '5.1966'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '1.5981', 'loss_triplet': '0.2679', 'loss': '1.8660'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '1.1567', 'loss_triplet': '0.7704', 'loss': '1.9271'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '2.9465', 'loss_triplet': '0.5446', 'loss': '3.4911'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '3.3714', 'loss_triplet': '0.2205', 'loss': '3.5919'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '4.4803', 'loss_triplet': '0.4380', 'loss': '4.9183'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '1.7441', 'loss_triplet': '0.3190', 'loss': '2.0632'}
Train | Epoch: 2 | Step: 150 / 234 | {'loss_reg': '1.0608', 'loss_triplet': '0.3584', 'loss': '1.4193'}
Train | Epoch: 2 | Step: 160 / 234 | {'loss_reg': '1.3624', 'loss_triplet': '0.6739', 'loss': '2.0363'}
Train | Epoch: 2 | Step: 170 / 234 | {'loss_reg': '1.8507', 'loss_triplet': '0.4657', 'loss': '2.3165'}
Train | Epoch: 2 | Step: 180 / 234 | {'loss_reg': '1.8286', 'loss_triplet': '0.4828', 'loss': '2.3114'}
Train | Epoch: 2 | Step: 190 / 234 | {'loss_reg': '1.4908', 'loss_triplet': '0.2822', 'loss': '1.7730'}
Train | Epoch: 2 | Step: 200 / 234 | {'loss_reg': '1.7710', 'loss_triplet': '0.1721', 'loss': '1.9432'}
Train | Epoch: 2 | Step: 210 / 234 | {'loss_reg': '1.7901', 'loss_triplet': '0.9601', 'loss': '2.7502'}
Train | Epoch: 2 | Step: 220 / 234 | {'loss_reg': '0.6444', 'loss_triplet': '0.8081', 'loss': '1.4525'}
Train | Epoch: 2 | Step: 230 / 234 | {'loss_reg': '1.4363', 'loss_triplet': '0.3441', 'loss': '1.7804'}
Val | Epoch: 2 | {'rmse': '11.254', 'pearson': '0.904', 'r2': '0.800', 'spearmanr': '0.829'}
Train | Epoch: 3 | Step: 0 / 234 | {'loss_reg': '0.5682', 'loss_triplet': '0.4571', 'loss': '1.0254'}
Train | Epoch: 3 | Step: 10 / 234 | {'loss_reg': '1.2210', 'loss_triplet': '0.4096', 'loss': '1.6306'}
Train | Epoch: 3 | Step: 20 / 234 | {'loss_reg': '3.4389', 'loss_triplet': '0.3541', 'loss': '3.7930'}
Train | Epoch: 3 | Step: 30 / 234 | {'loss_reg': '1.7502', 'loss_triplet': '0.3530', 'loss': '2.1032'}
Train | Epoch: 3 | Step: 40 / 234 | {'loss_reg': '1.3465', 'loss_triplet': '0.4853', 'loss': '1.8318'}
Train | Epoch: 3 | Step: 50 / 234 | {'loss_reg': '2.6217', 'loss_triplet': '0.4695', 'loss': '3.0912'}
Train | Epoch: 3 | Step: 60 / 234 | {'loss_reg': '1.9395', 'loss_triplet': '0.4398', 'loss': '2.3794'}
Train | Epoch: 3 | Step: 70 / 234 | {'loss_reg': '3.1540', 'loss_triplet': '0.1545', 'loss': '3.3085'}
Train | Epoch: 3 | Step: 80 / 234 | {'loss_reg': '2.4491', 'loss_triplet': '0.5014', 'loss': '2.9505'}
Train | Epoch: 3 | Step: 90 / 234 | {'loss_reg': '6.7878', 'loss_triplet': '0.4922', 'loss': '7.2800'}
Train | Epoch: 3 | Step: 100 / 234 | {'loss_reg': '1.7945', 'loss_triplet': '0.8513', 'loss': '2.6457'}
Train | Epoch: 3 | Step: 110 / 234 | {'loss_reg': '1.6949', 'loss_triplet': '0.4743', 'loss': '2.1692'}
Train | Epoch: 3 | Step: 120 / 234 | {'loss_reg': '1.2994', 'loss_triplet': '0.3888', 'loss': '1.6882'}
