SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '8.4332', 'loss_triplet': '0.9990', 'loss': '9.4322'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '6.3965', 'loss_triplet': '0.0581', 'loss': '6.4546'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '6.5913', 'loss_triplet': '0.2171', 'loss': '6.8084'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '5.8312', 'loss_triplet': '0.0866', 'loss': '5.9178'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '2.4975', 'loss_triplet': '0.0603', 'loss': '2.5579'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '6.7882', 'loss_triplet': '0.1555', 'loss': '6.9437'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '2.7521', 'loss_triplet': '0.1232', 'loss': '2.8753'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '3.3238', 'loss_triplet': '0.1016', 'loss': '3.4255'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '5.0836', 'loss_triplet': '0.3250', 'loss': '5.4086'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '5.9356', 'loss_triplet': '0.4349', 'loss': '6.3705'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '1.8984', 'loss_triplet': '0.1505', 'loss': '2.0489'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '1.0418', 'loss_triplet': '0.4621', 'loss': '1.5039'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '2.1255', 'loss_triplet': '0.1353', 'loss': '2.2608'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '6.9981', 'loss_triplet': '0.2553', 'loss': '7.2534'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '3.9308', 'loss_triplet': '0.1494', 'loss': '4.0802'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '2.7347', 'loss_triplet': '0.1277', 'loss': '2.8624'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '1.1660', 'loss_triplet': '0.0986', 'loss': '1.2645'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '3.4664', 'loss_triplet': '0.1558', 'loss': '3.6222'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '1.2455', 'loss_triplet': '0.0674', 'loss': '1.3129'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '2.3201', 'loss_triplet': '0.1459', 'loss': '2.4659'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '2.0739', 'loss_triplet': '0.0496', 'loss': '2.1235'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '2.1289', 'loss_triplet': '0.0790', 'loss': '2.2079'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '3.1971', 'loss_triplet': '0.0570', 'loss': '3.2541'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '5.5823', 'loss_triplet': '0.0746', 'loss': '5.6569'}
Val | Epoch: 1 | {'rmse': '14.239', 'pearson': '0.814', 'r2': '0.628', 'spearmanr': '0.723'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '3.5480', 'loss_triplet': '0.2851', 'loss': '3.8331'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '3.7849', 'loss_triplet': '0.0955', 'loss': '3.8805'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '2.3272', 'loss_triplet': '0.1564', 'loss': '2.4836'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '8.6744', 'loss_triplet': '0.1700', 'loss': '8.8445'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '4.9686', 'loss_triplet': '0.4282', 'loss': '5.3969'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '3.5510', 'loss_triplet': '0.0858', 'loss': '3.6368'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '2.6182', 'loss_triplet': '0.1779', 'loss': '2.7962'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '5.0736', 'loss_triplet': '0.0740', 'loss': '5.1476'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '4.2057', 'loss_triplet': '0.2783', 'loss': '4.4840'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '3.4923', 'loss_triplet': '0.1759', 'loss': '3.6682'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '2.5533', 'loss_triplet': '0.0895', 'loss': '2.6428'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '1.4732', 'loss_triplet': '0.1245', 'loss': '1.5977'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '2.4659', 'loss_triplet': '0.0621', 'loss': '2.5280'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '4.6388', 'loss_triplet': '0.1599', 'loss': '4.7987'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '2.3056', 'loss_triplet': '0.2225', 'loss': '2.5282'}
Train | Epoch: 2 | Step: 150 / 234 | {'loss_reg': '3.2385', 'loss_triplet': '0.0829', 'loss': '3.3214'}
Train | Epoch: 2 | Step: 160 / 234 | {'loss_reg': '1.8555', 'loss_triplet': '0.0561', 'loss': '1.9115'}
Train | Epoch: 2 | Step: 170 / 234 | {'loss_reg': '3.4261', 'loss_triplet': '0.0858', 'loss': '3.5119'}
Train | Epoch: 2 | Step: 180 / 234 | {'loss_reg': '4.0956', 'loss_triplet': '0.4367', 'loss': '4.5324'}
Train | Epoch: 2 | Step: 190 / 234 | {'loss_reg': '4.5863', 'loss_triplet': '0.4583', 'loss': '5.0446'}
Train | Epoch: 2 | Step: 200 / 234 | {'loss_reg': '5.1858', 'loss_triplet': '0.1893', 'loss': '5.3751'}
Train | Epoch: 2 | Step: 210 / 234 | {'loss_reg': '2.2408', 'loss_triplet': '0.1801', 'loss': '2.4210'}
Train | Epoch: 2 | Step: 220 / 234 | {'loss_reg': '4.0516', 'loss_triplet': '0.1661', 'loss': '4.2177'}
Train | Epoch: 2 | Step: 230 / 234 | {'loss_reg': '5.8117', 'loss_triplet': '0.3857', 'loss': '6.1974'}
Val | Epoch: 2 | {'rmse': '14.443', 'pearson': '0.833', 'r2': '0.618', 'spearmanr': '0.719'}
Train | Epoch: 3 | Step: 0 / 234 | {'loss_reg': '4.6644', 'loss_triplet': '1.4802', 'loss': '6.1446'}
Train | Epoch: 3 | Step: 10 / 234 | {'loss_reg': '3.2858', 'loss_triplet': '0.1834', 'loss': '3.4692'}
Train | Epoch: 3 | Step: 20 / 234 | {'loss_reg': '2.7099', 'loss_triplet': '0.2959', 'loss': '3.0058'}
Train | Epoch: 3 | Step: 30 / 234 | {'loss_reg': '4.3913', 'loss_triplet': '0.1217', 'loss': '4.5130'}
Train | Epoch: 3 | Step: 40 / 234 | {'loss_reg': '6.7886', 'loss_triplet': '0.1439', 'loss': '6.9325'}
Train | Epoch: 3 | Step: 50 / 234 | {'loss_reg': '5.7119', 'loss_triplet': '0.0742', 'loss': '5.7860'}
Train | Epoch: 3 | Step: 60 / 234 | {'loss_reg': '2.2105', 'loss_triplet': '0.1326', 'loss': '2.3431'}
Train | Epoch: 3 | Step: 70 / 234 | {'loss_reg': '2.6987', 'loss_triplet': '0.2458', 'loss': '2.9445'}
Train | Epoch: 3 | Step: 80 / 234 | {'loss_reg': '2.3959', 'loss_triplet': '0.1373', 'loss': '2.5332'}
Train | Epoch: 3 | Step: 90 / 234 | {'loss_reg': '4.2236', 'loss_triplet': '0.1369', 'loss': '4.3605'}
Train | Epoch: 3 | Step: 100 / 234 | {'loss_reg': '5.1116', 'loss_triplet': '0.2336', 'loss': '5.3452'}
Train | Epoch: 3 | Step: 110 / 234 | {'loss_reg': '7.0506', 'loss_triplet': '0.3138', 'loss': '7.3644'}
Train | Epoch: 3 | Step: 120 / 234 | {'loss_reg': '4.3371', 'loss_triplet': '0.0839', 'loss': '4.4210'}
