SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '12.9729', 'loss': '12.9729'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '9.2548', 'loss': '9.2548'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '4.0705', 'loss': '4.0705'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '6.9168', 'loss': '6.9168'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '8.4564', 'loss': '8.4564'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '8.2945', 'loss': '8.2945'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '7.2284', 'loss': '7.2284'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '5.5193', 'loss': '5.5193'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '4.3006', 'loss': '4.3006'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '3.1938', 'loss': '3.1938'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '1.8938', 'loss': '1.8938'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '3.2848', 'loss': '3.2848'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '6.4859', 'loss': '6.4859'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '3.1524', 'loss': '3.1524'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '4.3361', 'loss': '4.3361'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '1.6202', 'loss': '1.6202'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '2.3186', 'loss': '2.3186'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '1.4800', 'loss': '1.4800'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '4.5304', 'loss': '4.5304'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '3.0883', 'loss': '3.0883'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '2.3277', 'loss': '2.3277'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '2.8681', 'loss': '2.8681'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '3.8883', 'loss': '3.8883'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '3.1558', 'loss': '3.1558'}
Val | Epoch: 1 | {'rmse': '11.486', 'pearson': '0.907', 'r2': '0.778', 'spearmanr': '0.806'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '1.1319', 'loss': '1.1319'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '2.2527', 'loss': '2.2527'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '0.8008', 'loss': '0.8008'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '5.8832', 'loss': '5.8832'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '2.6861', 'loss': '2.6861'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '5.6949', 'loss': '5.6949'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '1.8978', 'loss': '1.8978'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '1.0097', 'loss': '1.0097'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '1.6961', 'loss': '1.6961'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '0.7416', 'loss': '0.7416'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '2.3128', 'loss': '2.3128'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '9.4929', 'loss': '9.4929'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '0.4565', 'loss': '0.4565'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '2.0521', 'loss': '2.0521'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '2.3799', 'loss': '2.3799'}
Train | Epoch: 2 | Step: 150 / 234 | {'loss_reg': '1.4035', 'loss': '1.4035'}
Train | Epoch: 2 | Step: 160 / 234 | {'loss_reg': '1.2857', 'loss': '1.2857'}
Train | Epoch: 2 | Step: 170 / 234 | {'loss_reg': '1.9295', 'loss': '1.9295'}
Train | Epoch: 2 | Step: 180 / 234 | {'loss_reg': '1.5809', 'loss': '1.5809'}
Train | Epoch: 2 | Step: 190 / 234 | {'loss_reg': '2.1478', 'loss': '2.1478'}
Train | Epoch: 2 | Step: 200 / 234 | {'loss_reg': '1.6563', 'loss': '1.6563'}
Train | Epoch: 2 | Step: 210 / 234 | {'loss_reg': '3.6573', 'loss': '3.6573'}
Train | Epoch: 2 | Step: 220 / 234 | {'loss_reg': '0.8996', 'loss': '0.8996'}
Train | Epoch: 2 | Step: 230 / 234 | {'loss_reg': '1.4567', 'loss': '1.4567'}
Val | Epoch: 2 | {'rmse': '9.057', 'pearson': '0.931', 'r2': '0.862', 'spearmanr': '0.874'}
Train | Epoch: 3 | Step: 0 / 234 | {'loss_reg': '1.6099', 'loss': '1.6099'}
Train | Epoch: 3 | Step: 10 / 234 | {'loss_reg': '0.8455', 'loss': '0.8455'}
Train | Epoch: 3 | Step: 20 / 234 | {'loss_reg': '0.6296', 'loss': '0.6296'}
Train | Epoch: 3 | Step: 30 / 234 | {'loss_reg': '0.2034', 'loss': '0.2034'}
Train | Epoch: 3 | Step: 40 / 234 | {'loss_reg': '0.4502', 'loss': '0.4502'}
Train | Epoch: 3 | Step: 50 / 234 | {'loss_reg': '0.9696', 'loss': '0.9696'}
Train | Epoch: 3 | Step: 60 / 234 | {'loss_reg': '0.8365', 'loss': '0.8365'}
Train | Epoch: 3 | Step: 70 / 234 | {'loss_reg': '2.3428', 'loss': '2.3428'}
Train | Epoch: 3 | Step: 80 / 234 | {'loss_reg': '1.5688', 'loss': '1.5688'}
Train | Epoch: 3 | Step: 90 / 234 | {'loss_reg': '4.8880', 'loss': '4.8880'}
Train | Epoch: 3 | Step: 100 / 234 | {'loss_reg': '1.7973', 'loss': '1.7973'}
Train | Epoch: 3 | Step: 110 / 234 | {'loss_reg': '1.9477', 'loss': '1.9477'}
Train | Epoch: 3 | Step: 120 / 234 | {'loss_reg': '1.9167', 'loss': '1.9167'}
Train | Epoch: 3 | Step: 130 / 234 | {'loss_reg': '0.4385', 'loss': '0.4385'}
Train | Epoch: 3 | Step: 140 / 234 | {'loss_reg': '0.8213', 'loss': '0.8213'}
Train | Epoch: 3 | Step: 150 / 234 | {'loss_reg': '1.8346', 'loss': '1.8346'}
Train | Epoch: 3 | Step: 160 / 234 | {'loss_reg': '1.4509', 'loss': '1.4509'}
Train | Epoch: 3 | Step: 170 / 234 | {'loss_reg': '1.0439', 'loss': '1.0439'}
Train | Epoch: 3 | Step: 180 / 234 | {'loss_reg': '0.5783', 'loss': '0.5783'}
Train | Epoch: 3 | Step: 190 / 234 | {'loss_reg': '3.0220', 'loss': '3.0220'}
Train | Epoch: 3 | Step: 200 / 234 | {'loss_reg': '0.7248', 'loss': '0.7248'}
Train | Epoch: 3 | Step: 210 / 234 | {'loss_reg': '2.3442', 'loss': '2.3442'}
Train | Epoch: 3 | Step: 220 / 234 | {'loss_reg': '0.8887', 'loss': '0.8887'}
Train | Epoch: 3 | Step: 230 / 234 | {'loss_reg': '0.1937', 'loss': '0.1937'}
Val | Epoch: 3 | {'rmse': '11.021', 'pearson': '0.901', 'r2': '0.796', 'spearmanr': '0.850'}
