SEED FROM ARGS.
Train | Epoch: 1 | Time: 4.812139272689819 | Step: 0 / 285 | {'loss_reg': '0.1068', 'loss': '0.1068'}
Train | Epoch: 1 | Time: 12.963260650634766 | Step: 10 / 285 | {'loss_reg': '0.0998', 'loss': '0.0998'}
Train | Epoch: 1 | Time: 12.854598760604858 | Step: 20 / 285 | {'loss_reg': '0.0766', 'loss': '0.0766'}
Train | Epoch: 1 | Time: 13.059054613113403 | Step: 30 / 285 | {'loss_reg': '0.0517', 'loss': '0.0517'}
Train | Epoch: 1 | Time: 13.153526544570923 | Step: 40 / 285 | {'loss_reg': '0.0490', 'loss': '0.0490'}
Train | Epoch: 1 | Time: 13.357468843460083 | Step: 50 / 285 | {'loss_reg': '0.0494', 'loss': '0.0494'}
Train | Epoch: 1 | Time: 12.48328185081482 | Step: 60 / 285 | {'loss_reg': '0.0459', 'loss': '0.0459'}
Train | Epoch: 1 | Time: 13.015103578567505 | Step: 70 / 285 | {'loss_reg': '0.0343', 'loss': '0.0343'}
Train | Epoch: 1 | Time: 12.434581518173218 | Step: 80 / 285 | {'loss_reg': '0.0323', 'loss': '0.0323'}
Train | Epoch: 1 | Time: 12.811116456985474 | Step: 90 / 285 | {'loss_reg': '0.0319', 'loss': '0.0319'}
Train | Epoch: 1 | Time: 12.458463430404663 | Step: 100 / 285 | {'loss_reg': '0.0314', 'loss': '0.0314'}
Train | Epoch: 1 | Time: 12.698776245117188 | Step: 110 / 285 | {'loss_reg': '0.0311', 'loss': '0.0311'}
Train | Epoch: 1 | Time: 12.369897842407227 | Step: 120 / 285 | {'loss_reg': '0.0299', 'loss': '0.0299'}
Train | Epoch: 1 | Time: 12.647669076919556 | Step: 130 / 285 | {'loss_reg': '0.0314', 'loss': '0.0314'}
Train | Epoch: 1 | Time: 12.388319253921509 | Step: 140 / 285 | {'loss_reg': '0.0304', 'loss': '0.0304'}
Train | Epoch: 1 | Time: 12.784807205200195 | Step: 150 / 285 | {'loss_reg': '0.0317', 'loss': '0.0317'}
Train | Epoch: 1 | Time: 12.965715885162354 | Step: 160 / 285 | {'loss_reg': '0.0281', 'loss': '0.0281'}
Train | Epoch: 1 | Time: 13.409013748168945 | Step: 170 / 285 | {'loss_reg': '0.0313', 'loss': '0.0313'}
Train | Epoch: 1 | Time: 12.518128633499146 | Step: 180 / 285 | {'loss_reg': '0.0297', 'loss': '0.0297'}
Train | Epoch: 1 | Time: 12.6456937789917 | Step: 190 / 285 | {'loss_reg': '0.0305', 'loss': '0.0305'}
Train | Epoch: 1 | Time: 12.407574892044067 | Step: 200 / 285 | {'loss_reg': '0.0311', 'loss': '0.0311'}
Train | Epoch: 1 | Time: 12.941674709320068 | Step: 210 / 285 | {'loss_reg': '0.0294', 'loss': '0.0294'}
Train | Epoch: 1 | Time: 12.877559185028076 | Step: 220 / 285 | {'loss_reg': '0.0281', 'loss': '0.0281'}
Train | Epoch: 1 | Time: 12.719076156616211 | Step: 230 / 285 | {'loss_reg': '0.0286', 'loss': '0.0286'}
Train | Epoch: 1 | Time: 12.459724187850952 | Step: 240 / 285 | {'loss_reg': '0.0285', 'loss': '0.0285'}
Train | Epoch: 1 | Time: 12.30252981185913 | Step: 250 / 285 | {'loss_reg': '0.0289', 'loss': '0.0289'}
Train | Epoch: 1 | Time: 12.029441118240356 | Step: 260 / 285 | {'loss_reg': '0.0319', 'loss': '0.0319'}
Train | Epoch: 1 | Time: 12.733781337738037 | Step: 270 / 285 | {'loss_reg': '0.0287', 'loss': '0.0287'}
Train | Epoch: 1 | Time: 12.333472490310669 | Step: 280 / 285 | {'loss_reg': '0.0275', 'loss': '0.0275'}
Val | Epoch: 1 | {'rmse': '14.768', 'pearson': '0.812', 'r2': '0.657', 'spearmanr': '0.808'}
Train | Epoch: 2 | Time: 1.1210966110229492 | Step: 0 / 285 | {'loss_reg': '0.0286', 'loss': '0.0286'}
Train | Epoch: 2 | Time: 12.63190770149231 | Step: 10 / 285 | {'loss_reg': '0.0297', 'loss': '0.0297'}
Train | Epoch: 2 | Time: 12.906177520751953 | Step: 20 / 285 | {'loss_reg': '0.0297', 'loss': '0.0297'}
Train | Epoch: 2 | Time: 12.776618242263794 | Step: 30 / 285 | {'loss_reg': '0.0307', 'loss': '0.0307'}
Train | Epoch: 2 | Time: 12.556838035583496 | Step: 40 / 285 | {'loss_reg': '0.0278', 'loss': '0.0278'}
Train | Epoch: 2 | Time: 12.758949279785156 | Step: 50 / 285 | {'loss_reg': '0.0282', 'loss': '0.0282'}
Train | Epoch: 2 | Time: 12.520969867706299 | Step: 60 / 285 | {'loss_reg': '0.0286', 'loss': '0.0286'}
Train | Epoch: 2 | Time: 12.642554998397827 | Step: 70 / 285 | {'loss_reg': '0.0295', 'loss': '0.0295'}
Train | Epoch: 2 | Time: 12.421156406402588 | Step: 80 / 285 | {'loss_reg': '0.0279', 'loss': '0.0279'}
Train | Epoch: 2 | Time: 12.573479652404785 | Step: 90 / 285 | {'loss_reg': '0.0292', 'loss': '0.0292'}
Train | Epoch: 2 | Time: 12.336711645126343 | Step: 100 / 285 | {'loss_reg': '0.0289', 'loss': '0.0289'}
Train | Epoch: 2 | Time: 12.715912580490112 | Step: 110 / 285 | {'loss_reg': '0.0283', 'loss': '0.0283'}
Train | Epoch: 2 | Time: 12.43494462966919 | Step: 120 / 285 | {'loss_reg': '0.0280', 'loss': '0.0280'}
Train | Epoch: 2 | Time: 12.556926012039185 | Step: 130 / 285 | {'loss_reg': '0.0279', 'loss': '0.0279'}
Train | Epoch: 2 | Time: 11.994885444641113 | Step: 140 / 285 | {'loss_reg': '0.0275', 'loss': '0.0275'}
Train | Epoch: 2 | Time: 12.176956176757812 | Step: 150 / 285 | {'loss_reg': '0.0285', 'loss': '0.0285'}
