SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '13.7988', 'loss_triplet': '1.0191', 'loss': '14.8179'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '13.0345', 'loss_triplet': '0.2201', 'loss': '13.2546'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '6.3181', 'loss_triplet': '0.4774', 'loss': '6.7955'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '7.5378', 'loss_triplet': '0.3782', 'loss': '7.9160'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '5.0673', 'loss_triplet': '0.1509', 'loss': '5.2181'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '5.4594', 'loss_triplet': '0.2106', 'loss': '5.6700'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '7.9531', 'loss_triplet': '0.6818', 'loss': '8.6349'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '3.2099', 'loss_triplet': '0.4646', 'loss': '3.6745'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '1.1682', 'loss_triplet': '0.2199', 'loss': '1.3880'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '2.7974', 'loss_triplet': '0.3106', 'loss': '3.1080'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '1.9727', 'loss_triplet': '0.1359', 'loss': '2.1086'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '3.4372', 'loss_triplet': '0.1409', 'loss': '3.5781'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '2.1728', 'loss_triplet': '0.2080', 'loss': '2.3808'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '1.0017', 'loss_triplet': '1.0200', 'loss': '2.0217'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '2.5271', 'loss_triplet': '0.4004', 'loss': '2.9275'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '2.7800', 'loss_triplet': '0.2805', 'loss': '3.0605'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '5.4417', 'loss_triplet': '0.5256', 'loss': '5.9673'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '1.5176', 'loss_triplet': '0.3970', 'loss': '1.9146'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '2.2914', 'loss_triplet': '0.3434', 'loss': '2.6348'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '2.8940', 'loss_triplet': '0.4394', 'loss': '3.3334'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '1.2148', 'loss_triplet': '0.2028', 'loss': '1.4176'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '7.5325', 'loss_triplet': '0.4263', 'loss': '7.9588'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '1.3448', 'loss_triplet': '0.4726', 'loss': '1.8174'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '2.3849', 'loss_triplet': '0.2440', 'loss': '2.6289'}
Val | Epoch: 1 | {'rmse': '17.231', 'pearson': '0.742', 'r2': '0.530', 'spearmanr': '0.644'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '0.7152', 'loss_triplet': '0.3250', 'loss': '1.0402'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '3.3978', 'loss_triplet': '0.6759', 'loss': '4.0737'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '1.9748', 'loss_triplet': '0.3344', 'loss': '2.3092'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '2.3467', 'loss_triplet': '0.2705', 'loss': '2.6172'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '1.5211', 'loss_triplet': '0.1974', 'loss': '1.7185'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '3.4793', 'loss_triplet': '0.6362', 'loss': '4.1155'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '4.2752', 'loss_triplet': '0.2122', 'loss': '4.4874'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '8.2074', 'loss_triplet': '0.2563', 'loss': '8.4637'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '4.5855', 'loss_triplet': '0.6968', 'loss': '5.2823'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '0.7735', 'loss_triplet': '0.8865', 'loss': '1.6601'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '0.7387', 'loss_triplet': '0.8915', 'loss': '1.6302'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '0.9629', 'loss_triplet': '0.3545', 'loss': '1.3173'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '0.9967', 'loss_triplet': '0.4394', 'loss': '1.4361'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '1.4107', 'loss_triplet': '0.2610', 'loss': '1.6717'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '1.2656', 'loss_triplet': '0.5338', 'loss': '1.7995'}
Train | Epoch: 2 | Step: 150 / 234 | {'loss_reg': '0.6628', 'loss_triplet': '0.4561', 'loss': '1.1190'}
Train | Epoch: 2 | Step: 160 / 234 | {'loss_reg': '1.3038', 'loss_triplet': '0.3367', 'loss': '1.6405'}
Train | Epoch: 2 | Step: 170 / 234 | {'loss_reg': '1.2576', 'loss_triplet': '0.2831', 'loss': '1.5407'}
Train | Epoch: 2 | Step: 180 / 234 | {'loss_reg': '1.6860', 'loss_triplet': '0.1999', 'loss': '1.8859'}
Train | Epoch: 2 | Step: 190 / 234 | {'loss_reg': '1.5864', 'loss_triplet': '0.3807', 'loss': '1.9670'}
Train | Epoch: 2 | Step: 200 / 234 | {'loss_reg': '2.4016', 'loss_triplet': '0.1495', 'loss': '2.5511'}
Train | Epoch: 2 | Step: 210 / 234 | {'loss_reg': '2.0206', 'loss_triplet': '0.4292', 'loss': '2.4498'}
Train | Epoch: 2 | Step: 220 / 234 | {'loss_reg': '1.8179', 'loss_triplet': '0.8493', 'loss': '2.6672'}
Train | Epoch: 2 | Step: 230 / 234 | {'loss_reg': '4.3122', 'loss_triplet': '0.2284', 'loss': '4.5406'}
Val | Epoch: 2 | {'rmse': '15.968', 'pearson': '0.777', 'r2': '0.596', 'spearmanr': '0.690'}
Train | Epoch: 3 | Step: 0 / 234 | {'loss_reg': '2.2365', 'loss_triplet': '0.3431', 'loss': '2.5797'}
Train | Epoch: 3 | Step: 10 / 234 | {'loss_reg': '1.0413', 'loss_triplet': '0.1811', 'loss': '1.2224'}
Train | Epoch: 3 | Step: 20 / 234 | {'loss_reg': '0.8922', 'loss_triplet': '0.4754', 'loss': '1.3675'}
Train | Epoch: 3 | Step: 30 / 234 | {'loss_reg': '2.3770', 'loss_triplet': '0.3464', 'loss': '2.7233'}
Train | Epoch: 3 | Step: 40 / 234 | {'loss_reg': '1.9457', 'loss_triplet': '0.5847', 'loss': '2.5304'}
Train | Epoch: 3 | Step: 50 / 234 | {'loss_reg': '5.9134', 'loss_triplet': '0.4754', 'loss': '6.3888'}
Train | Epoch: 3 | Step: 60 / 234 | {'loss_reg': '4.7567', 'loss_triplet': '0.2266', 'loss': '4.9833'}
Train | Epoch: 3 | Step: 70 / 234 | {'loss_reg': '3.0150', 'loss_triplet': '0.1049', 'loss': '3.1199'}
Train | Epoch: 3 | Step: 80 / 234 | {'loss_reg': '2.7453', 'loss_triplet': '0.8464', 'loss': '3.5917'}
Train | Epoch: 3 | Step: 90 / 234 | {'loss_reg': '1.8256', 'loss_triplet': '0.3223', 'loss': '2.1479'}
Train | Epoch: 3 | Step: 100 / 234 | {'loss_reg': '1.0434', 'loss_triplet': '0.9801', 'loss': '2.0235'}
Train | Epoch: 3 | Step: 110 / 234 | {'loss_reg': '0.7170', 'loss_triplet': '0.4416', 'loss': '1.1586'}
Train | Epoch: 3 | Step: 120 / 234 | {'loss_reg': '1.9459', 'loss_triplet': '0.3089', 'loss': '2.2549'}
Train | Epoch: 3 | Step: 130 / 234 | {'loss_reg': '2.7472', 'loss_triplet': '0.2920', 'loss': '3.0393'}
Train | Epoch: 3 | Step: 140 / 234 | {'loss_reg': '1.2499', 'loss_triplet': '0.3829', 'loss': '1.6329'}
Train | Epoch: 3 | Step: 150 / 234 | {'loss_reg': '1.3666', 'loss_triplet': '0.9199', 'loss': '2.2864'}
Train | Epoch: 3 | Step: 160 / 234 | {'loss_reg': '4.5463', 'loss_triplet': '0.3905', 'loss': '4.9368'}
Train | Epoch: 3 | Step: 170 / 234 | {'loss_reg': '1.6730', 'loss_triplet': '0.2656', 'loss': '1.9385'}
Train | Epoch: 3 | Step: 180 / 234 | {'loss_reg': '1.1645', 'loss_triplet': '0.4628', 'loss': '1.6272'}
Train | Epoch: 3 | Step: 190 / 234 | {'loss_reg': '5.6577', 'loss_triplet': '0.3961', 'loss': '6.0538'}
Train | Epoch: 3 | Step: 200 / 234 | {'loss_reg': '0.8512', 'loss_triplet': '0.3143', 'loss': '1.1656'}
Train | Epoch: 3 | Step: 210 / 234 | {'loss_reg': '0.8212', 'loss_triplet': '0.6423', 'loss': '1.4635'}
Train | Epoch: 3 | Step: 220 / 234 | {'loss_reg': '1.1274', 'loss_triplet': '0.5030', 'loss': '1.6304'}
Train | Epoch: 3 | Step: 230 / 234 | {'loss_reg': '1.2343', 'loss_triplet': '0.7018', 'loss': '1.9361'}
Val | Epoch: 3 | {'rmse': '18.012', 'pearson': '0.734', 'r2': '0.486', 'spearmanr': '0.672'}
Train | Epoch: 4 | Step: 0 / 234 | {'loss_reg': '1.3051', 'loss_triplet': '0.3157', 'loss': '1.6208'}
Train | Epoch: 4 | Step: 10 / 234 | {'loss_reg': '0.5890', 'loss_triplet': '0.3075', 'loss': '0.8965'}
Train | Epoch: 4 | Step: 20 / 234 | {'loss_reg': '1.7229', 'loss_triplet': '0.8666', 'loss': '2.5895'}
Train | Epoch: 4 | Step: 30 / 234 | {'loss_reg': '0.6331', 'loss_triplet': '0.2761', 'loss': '0.9092'}
Train | Epoch: 4 | Step: 40 / 234 | {'loss_reg': '0.3060', 'loss_triplet': '0.2545', 'loss': '0.5604'}
Train | Epoch: 4 | Step: 50 / 234 | {'loss_reg': '3.6527', 'loss_triplet': '0.2847', 'loss': '3.9374'}
Train | Epoch: 4 | Step: 60 / 234 | {'loss_reg': '2.1046', 'loss_triplet': '0.2440', 'loss': '2.3486'}
Train | Epoch: 4 | Step: 70 / 234 | {'loss_reg': '1.6917', 'loss_triplet': '0.2045', 'loss': '1.8962'}
Train | Epoch: 4 | Step: 80 / 234 | {'loss_reg': '1.7913', 'loss_triplet': '0.2884', 'loss': '2.0797'}
Train | Epoch: 4 | Step: 90 / 234 | {'loss_reg': '1.2143', 'loss_triplet': '0.3012', 'loss': '1.5155'}
Train | Epoch: 4 | Step: 100 / 234 | {'loss_reg': '0.6520', 'loss_triplet': '0.3033', 'loss': '0.9553'}
Train | Epoch: 4 | Step: 110 / 234 | {'loss_reg': '0.8125', 'loss_triplet': '0.6967', 'loss': '1.5093'}
Train | Epoch: 4 | Step: 120 / 234 | {'loss_reg': '0.9795', 'loss_triplet': '0.2043', 'loss': '1.1837'}
Train | Epoch: 4 | Step: 130 / 234 | {'loss_reg': '2.0523', 'loss_triplet': '0.3576', 'loss': '2.4098'}
