SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '13.7988', 'loss': '13.7988'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '8.9370', 'loss': '8.9370'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '6.3156', 'loss': '6.3156'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '8.0620', 'loss': '8.0620'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '6.5240', 'loss': '6.5240'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '4.9678', 'loss': '4.9678'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '7.4344', 'loss': '7.4344'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '1.8274', 'loss': '1.8274'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '1.5552', 'loss': '1.5552'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '3.8108', 'loss': '3.8108'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '2.3953', 'loss': '2.3953'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '1.3044', 'loss': '1.3044'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '1.8371', 'loss': '1.8371'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '0.9474', 'loss': '0.9474'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '2.3946', 'loss': '2.3946'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '1.7578', 'loss': '1.7578'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '5.2771', 'loss': '5.2771'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '2.1667', 'loss': '2.1667'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '2.6610', 'loss': '2.6610'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '3.1405', 'loss': '3.1405'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '4.4407', 'loss': '4.4407'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '7.4637', 'loss': '7.4637'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '0.8229', 'loss': '0.8229'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '2.3269', 'loss': '2.3269'}
Val | Epoch: 1 | {'rmse': '14.632', 'pearson': '0.817', 'r2': '0.661', 'spearmanr': '0.721'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '5.1235', 'loss': '5.1235'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '5.4344', 'loss': '5.4344'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '3.4885', 'loss': '3.4885'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '1.3725', 'loss': '1.3725'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '0.6176', 'loss': '0.6176'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '2.2059', 'loss': '2.2059'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '1.0042', 'loss': '1.0042'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '1.7339', 'loss': '1.7339'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '1.0207', 'loss': '1.0207'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '2.3023', 'loss': '2.3023'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '2.0262', 'loss': '2.0262'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '1.1826', 'loss': '1.1826'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '5.0875', 'loss': '5.0875'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '0.9937', 'loss': '0.9937'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '0.4557', 'loss': '0.4557'}
Train | Epoch: 2 | Step: 150 / 234 | {'loss_reg': '1.1590', 'loss': '1.1590'}
Train | Epoch: 2 | Step: 160 / 234 | {'loss_reg': '2.2421', 'loss': '2.2421'}
Train | Epoch: 2 | Step: 170 / 234 | {'loss_reg': '1.3106', 'loss': '1.3106'}
Train | Epoch: 2 | Step: 180 / 234 | {'loss_reg': '1.5061', 'loss': '1.5061'}
Train | Epoch: 2 | Step: 190 / 234 | {'loss_reg': '1.4506', 'loss': '1.4506'}
