SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '10.3390', 'loss_triplet': '1.0152', 'loss': '11.3542'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '3.8936', 'loss_triplet': '0.1461', 'loss': '4.0397'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '6.1048', 'loss_triplet': '0.3187', 'loss': '6.4235'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '3.0693', 'loss_triplet': '0.1753', 'loss': '3.2446'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '3.5538', 'loss_triplet': '0.1159', 'loss': '3.6697'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '6.4741', 'loss_triplet': '0.2143', 'loss': '6.6885'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '5.2837', 'loss_triplet': '0.5477', 'loss': '5.8314'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '9.8495', 'loss_triplet': '0.5897', 'loss': '10.4392'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '4.2113', 'loss_triplet': '0.1766', 'loss': '4.3879'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '4.5296', 'loss_triplet': '0.1696', 'loss': '4.6992'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '2.9511', 'loss_triplet': '0.6237', 'loss': '3.5748'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '4.7044', 'loss_triplet': '0.0954', 'loss': '4.7998'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '1.9093', 'loss_triplet': '0.2273', 'loss': '2.1366'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '1.9731', 'loss_triplet': '0.2011', 'loss': '2.1742'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '6.5357', 'loss_triplet': '0.1902', 'loss': '6.7259'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '1.6421', 'loss_triplet': '0.1633', 'loss': '1.8054'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '2.5096', 'loss_triplet': '0.2433', 'loss': '2.7529'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '3.2069', 'loss_triplet': '0.2893', 'loss': '3.4962'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '1.6499', 'loss_triplet': '0.1413', 'loss': '1.7912'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '2.2943', 'loss_triplet': '0.3489', 'loss': '2.6432'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '1.1484', 'loss_triplet': '0.1884', 'loss': '1.3367'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '2.6941', 'loss_triplet': '0.1784', 'loss': '2.8725'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '1.0589', 'loss_triplet': '0.2709', 'loss': '1.3298'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '1.3998', 'loss_triplet': '0.3325', 'loss': '1.7324'}
Val | Epoch: 1 | {'rmse': '14.771', 'pearson': '0.809', 'r2': '0.631', 'spearmanr': '0.777'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '0.9721', 'loss_triplet': '0.3338', 'loss': '1.3059'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '0.8230', 'loss_triplet': '0.9452', 'loss': '1.7683'}
