SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '12.7471', 'loss_triplet': '1.0581', 'loss': '13.8052'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '7.2685', 'loss_triplet': '0.2007', 'loss': '7.4692'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '7.8002', 'loss_triplet': '0.2599', 'loss': '8.0601'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '7.3633', 'loss_triplet': '0.1530', 'loss': '7.5163'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '6.0098', 'loss_triplet': '0.1737', 'loss': '6.1836'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '4.0599', 'loss_triplet': '0.4419', 'loss': '4.5018'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '3.0572', 'loss_triplet': '0.8749', 'loss': '3.9321'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '6.3328', 'loss_triplet': '0.4752', 'loss': '6.8081'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '2.6657', 'loss_triplet': '0.3960', 'loss': '3.0617'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '5.7135', 'loss_triplet': '0.0998', 'loss': '5.8133'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '3.0506', 'loss_triplet': '1.0232', 'loss': '4.0739'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '3.2787', 'loss_triplet': '0.5948', 'loss': '3.8735'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '6.2250', 'loss_triplet': '0.6381', 'loss': '6.8631'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '3.6458', 'loss_triplet': '0.2024', 'loss': '3.8482'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '1.0873', 'loss_triplet': '0.3146', 'loss': '1.4019'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '2.7796', 'loss_triplet': '0.3280', 'loss': '3.1077'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '2.1279', 'loss_triplet': '0.2270', 'loss': '2.3549'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '3.4562', 'loss_triplet': '0.3870', 'loss': '3.8432'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '2.6672', 'loss_triplet': '0.5691', 'loss': '3.2363'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '1.8669', 'loss_triplet': '0.1704', 'loss': '2.0373'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '6.5147', 'loss_triplet': '0.1764', 'loss': '6.6911'}
Train | Epoch: 1 | Step: 210 / 234 | {'loss_reg': '8.7374', 'loss_triplet': '0.2025', 'loss': '8.9399'}
Train | Epoch: 1 | Step: 220 / 234 | {'loss_reg': '2.7374', 'loss_triplet': '0.1533', 'loss': '2.8907'}
Train | Epoch: 1 | Step: 230 / 234 | {'loss_reg': '0.3691', 'loss_triplet': '0.7185', 'loss': '1.0877'}
Val | Epoch: 1 | {'rmse': '13.918', 'pearson': '0.849', 'r2': '0.713', 'spearmanr': '0.836'}
Train | Epoch: 2 | Step: 0 / 234 | {'loss_reg': '1.5708', 'loss_triplet': '0.2880', 'loss': '1.8589'}
Train | Epoch: 2 | Step: 10 / 234 | {'loss_reg': '1.6300', 'loss_triplet': '1.2641', 'loss': '2.8940'}
Train | Epoch: 2 | Step: 20 / 234 | {'loss_reg': '0.3099', 'loss_triplet': '0.7659', 'loss': '1.0758'}
Train | Epoch: 2 | Step: 30 / 234 | {'loss_reg': '4.6214', 'loss_triplet': '1.7519', 'loss': '6.3733'}
Train | Epoch: 2 | Step: 40 / 234 | {'loss_reg': '7.0549', 'loss_triplet': '0.2385', 'loss': '7.2934'}
Train | Epoch: 2 | Step: 50 / 234 | {'loss_reg': '1.6992', 'loss_triplet': '0.2039', 'loss': '1.9031'}
Train | Epoch: 2 | Step: 60 / 234 | {'loss_reg': '1.1765', 'loss_triplet': '0.3869', 'loss': '1.5633'}
Train | Epoch: 2 | Step: 70 / 234 | {'loss_reg': '4.1015', 'loss_triplet': '0.2093', 'loss': '4.3107'}
Train | Epoch: 2 | Step: 80 / 234 | {'loss_reg': '1.4346', 'loss_triplet': '0.1301', 'loss': '1.5647'}
Train | Epoch: 2 | Step: 90 / 234 | {'loss_reg': '1.4437', 'loss_triplet': '0.2322', 'loss': '1.6758'}
Train | Epoch: 2 | Step: 100 / 234 | {'loss_reg': '7.0351', 'loss_triplet': '0.2022', 'loss': '7.2373'}
Train | Epoch: 2 | Step: 110 / 234 | {'loss_reg': '7.0471', 'loss_triplet': '0.2995', 'loss': '7.3466'}
Train | Epoch: 2 | Step: 120 / 234 | {'loss_reg': '2.1573', 'loss_triplet': '0.5485', 'loss': '2.7058'}
Train | Epoch: 2 | Step: 130 / 234 | {'loss_reg': '0.8408', 'loss_triplet': '0.2822', 'loss': '1.1230'}
Train | Epoch: 2 | Step: 140 / 234 | {'loss_reg': '1.2900', 'loss_triplet': '0.1137', 'loss': '1.4038'}
Train | Epoch: 2 | Step: 150 / 234 | {'loss_reg': '2.6344', 'loss_triplet': '0.6019', 'loss': '3.2362'}
Train | Epoch: 2 | Step: 160 / 234 | {'loss_reg': '1.5530', 'loss_triplet': '0.6340', 'loss': '2.1870'}
Train | Epoch: 2 | Step: 170 / 234 | {'loss_reg': '2.2863', 'loss_triplet': '0.5454', 'loss': '2.8317'}
Train | Epoch: 2 | Step: 180 / 234 | {'loss_reg': '7.5926', 'loss_triplet': '0.1590', 'loss': '7.7516'}
Train | Epoch: 2 | Step: 190 / 234 | {'loss_reg': '2.2895', 'loss_triplet': '0.4079', 'loss': '2.6974'}
Train | Epoch: 2 | Step: 200 / 234 | {'loss_reg': '7.0918', 'loss_triplet': '0.4396', 'loss': '7.5314'}
Train | Epoch: 2 | Step: 210 / 234 | {'loss_reg': '1.0036', 'loss_triplet': '0.3468', 'loss': '1.3503'}
Train | Epoch: 2 | Step: 220 / 234 | {'loss_reg': '1.7032', 'loss_triplet': '0.2977', 'loss': '2.0009'}
Train | Epoch: 2 | Step: 230 / 234 | {'loss_reg': '1.3649', 'loss_triplet': '0.4336', 'loss': '1.7985'}
Val | Epoch: 2 | {'rmse': '14.004', 'pearson': '0.856', 'r2': '0.710', 'spearmanr': '0.814'}
Train | Epoch: 3 | Step: 0 / 234 | {'loss_reg': '2.2471', 'loss_triplet': '0.1604', 'loss': '2.4075'}
Train | Epoch: 3 | Step: 10 / 234 | {'loss_reg': '1.3161', 'loss_triplet': '0.2791', 'loss': '1.5951'}
Train | Epoch: 3 | Step: 20 / 234 | {'loss_reg': '7.2918', 'loss_triplet': '0.2409', 'loss': '7.5327'}
Train | Epoch: 3 | Step: 30 / 234 | {'loss_reg': '1.9946', 'loss_triplet': '0.4717', 'loss': '2.4662'}
Train | Epoch: 3 | Step: 40 / 234 | {'loss_reg': '1.8508', 'loss_triplet': '1.0890', 'loss': '2.9399'}
Train | Epoch: 3 | Step: 50 / 234 | {'loss_reg': '0.8307', 'loss_triplet': '0.6476', 'loss': '1.4783'}
Train | Epoch: 3 | Step: 60 / 234 | {'loss_reg': '3.1692', 'loss_triplet': '0.3021', 'loss': '3.4713'}
Train | Epoch: 3 | Step: 70 / 234 | {'loss_reg': '2.5537', 'loss_triplet': '0.7539', 'loss': '3.3075'}
Train | Epoch: 3 | Step: 80 / 234 | {'loss_reg': '0.7611', 'loss_triplet': '0.2336', 'loss': '0.9947'}
Train | Epoch: 3 | Step: 90 / 234 | {'loss_reg': '1.0182', 'loss_triplet': '0.1564', 'loss': '1.1746'}
