SEED FROM ARGS.
Train | Epoch: 1 | Time: 2.337531566619873 | Step: 0 / 285 | {'loss_reg': '0.1062', 'loss': '0.1062'}
Train | Epoch: 1 | Time: 15.028568029403687 | Step: 10 / 285 | {'loss_reg': '0.0977', 'loss': '0.0977'}
Train | Epoch: 1 | Time: 14.087205171585083 | Step: 20 / 285 | {'loss_reg': '0.0564', 'loss': '0.0564'}
Train | Epoch: 1 | Time: 14.227800369262695 | Step: 30 / 285 | {'loss_reg': '0.0503', 'loss': '0.0503'}
Train | Epoch: 1 | Time: 13.40800666809082 | Step: 40 / 285 | {'loss_reg': '0.0480', 'loss': '0.0480'}
Train | Epoch: 1 | Time: 14.24234938621521 | Step: 50 / 285 | {'loss_reg': '0.0460', 'loss': '0.0460'}
Train | Epoch: 1 | Time: 14.140346765518188 | Step: 60 / 285 | {'loss_reg': '0.0420', 'loss': '0.0420'}
Train | Epoch: 1 | Time: 15.146676778793335 | Step: 70 / 285 | {'loss_reg': '0.0384', 'loss': '0.0384'}
Train | Epoch: 1 | Time: 14.029142618179321 | Step: 80 / 285 | {'loss_reg': '0.0354', 'loss': '0.0354'}
Train | Epoch: 1 | Time: 14.474187850952148 | Step: 90 / 285 | {'loss_reg': '0.0328', 'loss': '0.0328'}
Train | Epoch: 1 | Time: 14.20995807647705 | Step: 100 / 285 | {'loss_reg': '0.0314', 'loss': '0.0314'}
Train | Epoch: 1 | Time: 14.281052589416504 | Step: 110 / 285 | {'loss_reg': '0.0333', 'loss': '0.0333'}
Train | Epoch: 1 | Time: 13.988547563552856 | Step: 120 / 285 | {'loss_reg': '0.0323', 'loss': '0.0323'}
Train | Epoch: 1 | Time: 13.968505859375 | Step: 130 / 285 | {'loss_reg': '0.0299', 'loss': '0.0299'}
Train | Epoch: 1 | Time: 14.109113931655884 | Step: 140 / 285 | {'loss_reg': '0.0309', 'loss': '0.0309'}
Train | Epoch: 1 | Time: 14.115719556808472 | Step: 150 / 285 | {'loss_reg': '0.0314', 'loss': '0.0314'}
Train | Epoch: 1 | Time: 14.224330186843872 | Step: 160 / 285 | {'loss_reg': '0.0320', 'loss': '0.0320'}
Train | Epoch: 1 | Time: 13.917470932006836 | Step: 170 / 285 | {'loss_reg': '0.0314', 'loss': '0.0314'}
Train | Epoch: 1 | Time: 13.695794582366943 | Step: 180 / 285 | {'loss_reg': '0.0296', 'loss': '0.0296'}
Train | Epoch: 1 | Time: 14.127090454101562 | Step: 190 / 285 | {'loss_reg': '0.0301', 'loss': '0.0301'}
Train | Epoch: 1 | Time: 13.869943618774414 | Step: 200 / 285 | {'loss_reg': '0.0289', 'loss': '0.0289'}
Train | Epoch: 1 | Time: 14.037962436676025 | Step: 210 / 285 | {'loss_reg': '0.0290', 'loss': '0.0290'}
Train | Epoch: 1 | Time: 13.709702491760254 | Step: 220 / 285 | {'loss_reg': '0.0302', 'loss': '0.0302'}
Train | Epoch: 1 | Time: 13.98807168006897 | Step: 230 / 285 | {'loss_reg': '0.0297', 'loss': '0.0297'}
Train | Epoch: 1 | Time: 13.749790906906128 | Step: 240 / 285 | {'loss_reg': '0.0279', 'loss': '0.0279'}
Train | Epoch: 1 | Time: 14.398483991622925 | Step: 250 / 285 | {'loss_reg': '0.0318', 'loss': '0.0318'}
Train | Epoch: 1 | Time: 14.482710599899292 | Step: 260 / 285 | {'loss_reg': '0.0288', 'loss': '0.0288'}
Train | Epoch: 1 | Time: 14.087160348892212 | Step: 270 / 285 | {'loss_reg': '0.0273', 'loss': '0.0273'}
Train | Epoch: 1 | Time: 14.124436378479004 | Step: 280 / 285 | {'loss_reg': '0.0297', 'loss': '0.0297'}
Val | Epoch: 1 | {'rmse': '14.859', 'pearson': '0.809', 'r2': '0.653', 'spearmanr': '0.805'}
Train | Epoch: 2 | Time: 1.5565168857574463 | Step: 0 / 285 | {'loss_reg': '0.0287', 'loss': '0.0287'}
Train | Epoch: 2 | Time: 14.600767135620117 | Step: 10 / 285 | {'loss_reg': '0.0302', 'loss': '0.0302'}
Train | Epoch: 2 | Time: 14.195906639099121 | Step: 20 / 285 | {'loss_reg': '0.0287', 'loss': '0.0287'}
Train | Epoch: 2 | Time: 14.656874179840088 | Step: 30 / 285 | {'loss_reg': '0.0283', 'loss': '0.0283'}
Train | Epoch: 2 | Time: 13.79124402999878 | Step: 40 / 285 | {'loss_reg': '0.0316', 'loss': '0.0316'}
Train | Epoch: 2 | Time: 13.755369663238525 | Step: 50 / 285 | {'loss_reg': '0.0284', 'loss': '0.0284'}
Train | Epoch: 2 | Time: 13.53092336654663 | Step: 60 / 285 | {'loss_reg': '0.0309', 'loss': '0.0309'}
Train | Epoch: 2 | Time: 13.972479343414307 | Step: 70 / 285 | {'loss_reg': '0.0298', 'loss': '0.0298'}
Train | Epoch: 2 | Time: 13.677452325820923 | Step: 80 / 285 | {'loss_reg': '0.0297', 'loss': '0.0297'}
Train | Epoch: 2 | Time: 13.804201126098633 | Step: 90 / 285 | {'loss_reg': '0.0284', 'loss': '0.0284'}
Train | Epoch: 2 | Time: 13.53708815574646 | Step: 100 / 285 | {'loss_reg': '0.0282', 'loss': '0.0282'}
Train | Epoch: 2 | Time: 13.615263223648071 | Step: 110 / 285 | {'loss_reg': '0.0309', 'loss': '0.0309'}
Train | Epoch: 2 | Time: 13.730114459991455 | Step: 120 / 285 | {'loss_reg': '0.0294', 'loss': '0.0294'}
Train | Epoch: 2 | Time: 14.378746747970581 | Step: 130 / 285 | {'loss_reg': '0.0287', 'loss': '0.0287'}
Train | Epoch: 2 | Time: 14.375616073608398 | Step: 140 / 285 | {'loss_reg': '0.0283', 'loss': '0.0283'}
Train | Epoch: 2 | Time: 13.865000486373901 | Step: 150 / 285 | {'loss_reg': '0.0295', 'loss': '0.0295'}
Train | Epoch: 2 | Time: 13.741189241409302 | Step: 160 / 285 | {'loss_reg': '0.0279', 'loss': '0.0279'}
Train | Epoch: 2 | Time: 14.431318998336792 | Step: 170 / 285 | {'loss_reg': '0.0288', 'loss': '0.0288'}
Train | Epoch: 2 | Time: 13.790868759155273 | Step: 180 / 285 | {'loss_reg': '0.0283', 'loss': '0.0283'}
Train | Epoch: 2 | Time: 14.438500881195068 | Step: 190 / 285 | {'loss_reg': '0.0283', 'loss': '0.0283'}
Train | Epoch: 2 | Time: 14.118175745010376 | Step: 200 / 285 | {'loss_reg': '0.0276', 'loss': '0.0276'}
Train | Epoch: 2 | Time: 14.206995248794556 | Step: 210 / 285 | {'loss_reg': '0.0281', 'loss': '0.0281'}
Train | Epoch: 2 | Time: 13.598215341567993 | Step: 220 / 285 | {'loss_reg': '0.0314', 'loss': '0.0314'}
Train | Epoch: 2 | Time: 14.449438571929932 | Step: 230 / 285 | {'loss_reg': '0.0271', 'loss': '0.0271'}
Train | Epoch: 2 | Time: 14.400893688201904 | Step: 240 / 285 | {'loss_reg': '0.0273', 'loss': '0.0273'}
Train | Epoch: 2 | Time: 14.094879865646362 | Step: 250 / 285 | {'loss_reg': '0.0296', 'loss': '0.0296'}
Train | Epoch: 2 | Time: 13.990593433380127 | Step: 260 / 285 | {'loss_reg': '0.0291', 'loss': '0.0291'}
Train | Epoch: 2 | Time: 15.041939973831177 | Step: 270 / 285 | {'loss_reg': '0.0272', 'loss': '0.0272'}
Train | Epoch: 2 | Time: 14.731189250946045 | Step: 280 / 285 | {'loss_reg': '0.0300', 'loss': '0.0300'}
Val | Epoch: 2 | {'rmse': '14.331', 'pearson': '0.825', 'r2': '0.677', 'spearmanr': '0.819'}
Train | Epoch: 3 | Time: 1.1989326477050781 | Step: 0 / 285 | {'loss_reg': '0.0281', 'loss': '0.0281'}
Train | Epoch: 3 | Time: 14.155762195587158 | Step: 10 / 285 | {'loss_reg': '0.0267', 'loss': '0.0267'}
Train | Epoch: 3 | Time: 14.982847452163696 | Step: 20 / 285 | {'loss_reg': '0.0279', 'loss': '0.0279'}
Train | Epoch: 3 | Time: 13.52301549911499 | Step: 30 / 285 | {'loss_reg': '0.0263', 'loss': '0.0263'}
Train | Epoch: 3 | Time: 13.854288101196289 | Step: 40 / 285 | {'loss_reg': '0.0309', 'loss': '0.0309'}
Train | Epoch: 3 | Time: 13.799198865890503 | Step: 50 / 285 | {'loss_reg': '0.0276', 'loss': '0.0276'}
Train | Epoch: 3 | Time: 13.84885025024414 | Step: 60 / 285 | {'loss_reg': '0.0262', 'loss': '0.0262'}
Train | Epoch: 3 | Time: 13.589384317398071 | Step: 70 / 285 | {'loss_reg': '0.0285', 'loss': '0.0285'}
Train | Epoch: 3 | Time: 14.178303480148315 | Step: 80 / 285 | {'loss_reg': '0.0293', 'loss': '0.0293'}
Train | Epoch: 3 | Time: 14.571579694747925 | Step: 90 / 285 | {'loss_reg': '0.0280', 'loss': '0.0280'}
Train | Epoch: 3 | Time: 14.119717597961426 | Step: 100 / 285 | {'loss_reg': '0.0282', 'loss': '0.0282'}
Train | Epoch: 3 | Time: 14.360140800476074 | Step: 110 / 285 | {'loss_reg': '0.0260', 'loss': '0.0260'}
Train | Epoch: 3 | Time: 14.172479629516602 | Step: 120 / 285 | {'loss_reg': '0.0270', 'loss': '0.0270'}
Train | Epoch: 3 | Time: 14.068143129348755 | Step: 130 / 285 | {'loss_reg': '0.0285', 'loss': '0.0285'}
Train | Epoch: 3 | Time: 13.534878492355347 | Step: 140 / 285 | {'loss_reg': '0.0285', 'loss': '0.0285'}
Train | Epoch: 3 | Time: 14.066072463989258 | Step: 150 / 285 | {'loss_reg': '0.0287', 'loss': '0.0287'}
Train | Epoch: 3 | Time: 14.480267763137817 | Step: 160 / 285 | {'loss_reg': '0.0265', 'loss': '0.0265'}
Train | Epoch: 3 | Time: 13.997727632522583 | Step: 170 / 285 | {'loss_reg': '0.0266', 'loss': '0.0266'}
Train | Epoch: 3 | Time: 14.408383846282959 | Step: 180 / 285 | {'loss_reg': '0.0280', 'loss': '0.0280'}
Train | Epoch: 3 | Time: 14.585405349731445 | Step: 190 / 285 | {'loss_reg': '0.0246', 'loss': '0.0246'}
Train | Epoch: 3 | Time: 13.550957441329956 | Step: 200 / 285 | {'loss_reg': '0.0283', 'loss': '0.0283'}
Train | Epoch: 3 | Time: 14.536320447921753 | Step: 210 / 285 | {'loss_reg': '0.0256', 'loss': '0.0256'}
Train | Epoch: 3 | Time: 14.423891067504883 | Step: 220 / 285 | {'loss_reg': '0.0272', 'loss': '0.0272'}
Train | Epoch: 3 | Time: 14.647319316864014 | Step: 230 / 285 | {'loss_reg': '0.0278', 'loss': '0.0278'}
Train | Epoch: 3 | Time: 13.896528720855713 | Step: 240 / 285 | {'loss_reg': '0.0244', 'loss': '0.0244'}
Train | Epoch: 3 | Time: 14.02704119682312 | Step: 250 / 285 | {'loss_reg': '0.0265', 'loss': '0.0265'}
Train | Epoch: 3 | Time: 13.86522889137268 | Step: 260 / 285 | {'loss_reg': '0.0270', 'loss': '0.0270'}
Train | Epoch: 3 | Time: 13.105917692184448 | Step: 270 / 285 | {'loss_reg': '0.0277', 'loss': '0.0277'}
Train | Epoch: 3 | Time: 13.410905361175537 | Step: 280 / 285 | {'loss_reg': '0.0263', 'loss': '0.0263'}
Val | Epoch: 3 | {'rmse': '13.810', 'pearson': '0.838', 'r2': '0.700', 'spearmanr': '0.832'}
Train | Epoch: 4 | Time: 1.1610214710235596 | Step: 0 / 285 | {'loss_reg': '0.0280', 'loss': '0.0280'}
Train | Epoch: 4 | Time: 14.21368408203125 | Step: 10 / 285 | {'loss_reg': '0.0280', 'loss': '0.0280'}
Train | Epoch: 4 | Time: 13.799800157546997 | Step: 20 / 285 | {'loss_reg': '0.0286', 'loss': '0.0286'}
Train | Epoch: 4 | Time: 14.025569438934326 | Step: 30 / 285 | {'loss_reg': '0.0281', 'loss': '0.0281'}
Train | Epoch: 4 | Time: 13.803110599517822 | Step: 40 / 285 | {'loss_reg': '0.0239', 'loss': '0.0239'}
Train | Epoch: 4 | Time: 15.055437564849854 | Step: 50 / 285 | {'loss_reg': '0.0270', 'loss': '0.0270'}
Train | Epoch: 4 | Time: 14.579350471496582 | Step: 60 / 285 | {'loss_reg': '0.0269', 'loss': '0.0269'}
Train | Epoch: 4 | Time: 14.344149112701416 | Step: 70 / 285 | {'loss_reg': '0.0271', 'loss': '0.0271'}
Train | Epoch: 4 | Time: 14.231350660324097 | Step: 80 / 285 | {'loss_reg': '0.0257', 'loss': '0.0257'}
Train | Epoch: 4 | Time: 13.90692925453186 | Step: 90 / 285 | {'loss_reg': '0.0277', 'loss': '0.0277'}
Train | Epoch: 4 | Time: 13.905040502548218 | Step: 100 / 285 | {'loss_reg': '0.0261', 'loss': '0.0261'}
Train | Epoch: 4 | Time: 14.885908365249634 | Step: 110 / 285 | {'loss_reg': '0.0262', 'loss': '0.0262'}
Train | Epoch: 4 | Time: 14.465169191360474 | Step: 120 / 285 | {'loss_reg': '0.0281', 'loss': '0.0281'}
Train | Epoch: 4 | Time: 15.134997606277466 | Step: 130 / 285 | {'loss_reg': '0.0285', 'loss': '0.0285'}
Train | Epoch: 4 | Time: 14.85591459274292 | Step: 140 / 285 | {'loss_reg': '0.0269', 'loss': '0.0269'}
Train | Epoch: 4 | Time: 14.372955799102783 | Step: 150 / 285 | {'loss_reg': '0.0261', 'loss': '0.0261'}
Train | Epoch: 4 | Time: 14.114624261856079 | Step: 160 / 285 | {'loss_reg': '0.0259', 'loss': '0.0259'}
Train | Epoch: 4 | Time: 14.778544664382935 | Step: 170 / 285 | {'loss_reg': '0.0277', 'loss': '0.0277'}
Train | Epoch: 4 | Time: 15.390203475952148 | Step: 180 / 285 | {'loss_reg': '0.0275', 'loss': '0.0275'}
Train | Epoch: 4 | Time: 15.423145771026611 | Step: 190 / 285 | {'loss_reg': '0.0257', 'loss': '0.0257'}
Train | Epoch: 4 | Time: 14.701356887817383 | Step: 200 / 285 | {'loss_reg': '0.0279', 'loss': '0.0279'}
Train | Epoch: 4 | Time: 14.794828414916992 | Step: 210 / 285 | {'loss_reg': '0.0277', 'loss': '0.0277'}
Train | Epoch: 4 | Time: 13.992941617965698 | Step: 220 / 285 | {'loss_reg': '0.0267', 'loss': '0.0267'}
Train | Epoch: 4 | Time: 14.58854866027832 | Step: 230 / 285 | {'loss_reg': '0.0263', 'loss': '0.0263'}
Train | Epoch: 4 | Time: 14.758649110794067 | Step: 240 / 285 | {'loss_reg': '0.0271', 'loss': '0.0271'}
Train | Epoch: 4 | Time: 14.98888111114502 | Step: 250 / 285 | {'loss_reg': '0.0268', 'loss': '0.0268'}
Train | Epoch: 4 | Time: 14.55877947807312 | Step: 260 / 285 | {'loss_reg': '0.0276', 'loss': '0.0276'}
Train | Epoch: 4 | Time: 14.458033323287964 | Step: 270 / 285 | {'loss_reg': '0.0268', 'loss': '0.0268'}
Train | Epoch: 4 | Time: 14.516434669494629 | Step: 280 / 285 | {'loss_reg': '0.0279', 'loss': '0.0279'}
Val | Epoch: 4 | {'rmse': '13.757', 'pearson': '0.842', 'r2': '0.703', 'spearmanr': '0.837'}
Train | Epoch: 5 | Time: 1.1862258911132812 | Step: 0 / 285 | {'loss_reg': '0.0277', 'loss': '0.0277'}
Train | Epoch: 5 | Time: 14.878900051116943 | Step: 10 / 285 | {'loss_reg': '0.0270', 'loss': '0.0270'}
Train | Epoch: 5 | Time: 14.171295166015625 | Step: 20 / 285 | {'loss_reg': '0.0225', 'loss': '0.0225'}
Train | Epoch: 5 | Time: 13.994994401931763 | Step: 30 / 285 | {'loss_reg': '0.0248', 'loss': '0.0248'}
Train | Epoch: 5 | Time: 14.177536010742188 | Step: 40 / 285 | {'loss_reg': '0.0296', 'loss': '0.0296'}
Train | Epoch: 5 | Time: 13.79868483543396 | Step: 50 / 285 | {'loss_reg': '0.0272', 'loss': '0.0272'}
Train | Epoch: 5 | Time: 14.295483827590942 | Step: 60 / 285 | {'loss_reg': '0.0262', 'loss': '0.0262'}
Train | Epoch: 5 | Time: 14.124958276748657 | Step: 70 / 285 | {'loss_reg': '0.0292', 'loss': '0.0292'}
Train | Epoch: 5 | Time: 13.895040273666382 | Step: 80 / 285 | {'loss_reg': '0.0261', 'loss': '0.0261'}
Train | Epoch: 5 | Time: 14.216678619384766 | Step: 90 / 285 | {'loss_reg': '0.0263', 'loss': '0.0263'}
Train | Epoch: 5 | Time: 14.670806884765625 | Step: 100 / 285 | {'loss_reg': '0.0278', 'loss': '0.0278'}
Train | Epoch: 5 | Time: 14.828230142593384 | Step: 110 / 285 | {'loss_reg': '0.0261', 'loss': '0.0261'}
Train | Epoch: 5 | Time: 14.66420316696167 | Step: 120 / 285 | {'loss_reg': '0.0248', 'loss': '0.0248'}
Train | Epoch: 5 | Time: 15.121387481689453 | Step: 130 / 285 | {'loss_reg': '0.0261', 'loss': '0.0261'}
