SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 234 | {'loss_reg': '9.6241', 'loss': '9.6241'}
Train | Epoch: 1 | Step: 10 / 234 | {'loss_reg': '7.1001', 'loss': '7.1001'}
Train | Epoch: 1 | Step: 20 / 234 | {'loss_reg': '3.4332', 'loss': '3.4332'}
Train | Epoch: 1 | Step: 30 / 234 | {'loss_reg': '3.8220', 'loss': '3.8220'}
Train | Epoch: 1 | Step: 40 / 234 | {'loss_reg': '2.1231', 'loss': '2.1231'}
Train | Epoch: 1 | Step: 50 / 234 | {'loss_reg': '9.9746', 'loss': '9.9746'}
Train | Epoch: 1 | Step: 60 / 234 | {'loss_reg': '6.9599', 'loss': '6.9599'}
Train | Epoch: 1 | Step: 70 / 234 | {'loss_reg': '7.7640', 'loss': '7.7640'}
Train | Epoch: 1 | Step: 80 / 234 | {'loss_reg': '3.7645', 'loss': '3.7645'}
Train | Epoch: 1 | Step: 90 / 234 | {'loss_reg': '8.4217', 'loss': '8.4217'}
Train | Epoch: 1 | Step: 100 / 234 | {'loss_reg': '1.6686', 'loss': '1.6686'}
Train | Epoch: 1 | Step: 110 / 234 | {'loss_reg': '5.1741', 'loss': '5.1741'}
Train | Epoch: 1 | Step: 120 / 234 | {'loss_reg': '4.5963', 'loss': '4.5963'}
Train | Epoch: 1 | Step: 130 / 234 | {'loss_reg': '3.6964', 'loss': '3.6964'}
Train | Epoch: 1 | Step: 140 / 234 | {'loss_reg': '1.9670', 'loss': '1.9670'}
Train | Epoch: 1 | Step: 150 / 234 | {'loss_reg': '2.0883', 'loss': '2.0883'}
Train | Epoch: 1 | Step: 160 / 234 | {'loss_reg': '4.1879', 'loss': '4.1879'}
Train | Epoch: 1 | Step: 170 / 234 | {'loss_reg': '3.9469', 'loss': '3.9469'}
Train | Epoch: 1 | Step: 180 / 234 | {'loss_reg': '3.0296', 'loss': '3.0296'}
Train | Epoch: 1 | Step: 190 / 234 | {'loss_reg': '3.4047', 'loss': '3.4047'}
Train | Epoch: 1 | Step: 200 / 234 | {'loss_reg': '2.1361', 'loss': '2.1361'}
