SEED FROM ARGS.
Train | Epoch: 1 | Time: 2.3282206058502197 | Step: 0 / 285 | {'loss_reg': '0.1049', 'loss': '0.1049'}
Train | Epoch: 1 | Time: 14.650327920913696 | Step: 10 / 285 | {'loss_reg': '0.0966', 'loss': '0.0966'}
Train | Epoch: 1 | Time: 14.170496702194214 | Step: 20 / 285 | {'loss_reg': '0.0556', 'loss': '0.0556'}
Train | Epoch: 1 | Time: 14.761154413223267 | Step: 30 / 285 | {'loss_reg': '0.0504', 'loss': '0.0504'}
Train | Epoch: 1 | Time: 14.303877115249634 | Step: 40 / 285 | {'loss_reg': '0.0473', 'loss': '0.0473'}
Train | Epoch: 1 | Time: 14.5072922706604 | Step: 50 / 285 | {'loss_reg': '0.0451', 'loss': '0.0451'}
Train | Epoch: 1 | Time: 14.830312728881836 | Step: 60 / 285 | {'loss_reg': '0.0421', 'loss': '0.0421'}
Train | Epoch: 1 | Time: 15.024332046508789 | Step: 70 / 285 | {'loss_reg': '0.0390', 'loss': '0.0390'}
Train | Epoch: 1 | Time: 14.027892589569092 | Step: 80 / 285 | {'loss_reg': '0.0344', 'loss': '0.0344'}
Train | Epoch: 1 | Time: 14.204507112503052 | Step: 90 / 285 | {'loss_reg': '0.0355', 'loss': '0.0355'}
Train | Epoch: 1 | Time: 14.236820220947266 | Step: 100 / 285 | {'loss_reg': '0.0339', 'loss': '0.0339'}
Train | Epoch: 1 | Time: 14.34730339050293 | Step: 110 / 285 | {'loss_reg': '0.0335', 'loss': '0.0335'}
Train | Epoch: 1 | Time: 14.461143016815186 | Step: 120 / 285 | {'loss_reg': '0.0307', 'loss': '0.0307'}
Train | Epoch: 1 | Time: 14.736029624938965 | Step: 130 / 285 | {'loss_reg': '0.0312', 'loss': '0.0312'}
Train | Epoch: 1 | Time: 14.97748327255249 | Step: 140 / 285 | {'loss_reg': '0.0292', 'loss': '0.0292'}
Train | Epoch: 1 | Time: 15.084477186203003 | Step: 150 / 285 | {'loss_reg': '0.0311', 'loss': '0.0311'}
Train | Epoch: 1 | Time: 14.700725793838501 | Step: 160 / 285 | {'loss_reg': '0.0321', 'loss': '0.0321'}
Train | Epoch: 1 | Time: 14.68658185005188 | Step: 170 / 285 | {'loss_reg': '0.0313', 'loss': '0.0313'}
Train | Epoch: 1 | Time: 14.106287717819214 | Step: 180 / 285 | {'loss_reg': '0.0297', 'loss': '0.0297'}
Train | Epoch: 1 | Time: 14.107251405715942 | Step: 190 / 285 | {'loss_reg': '0.0309', 'loss': '0.0309'}
Train | Epoch: 1 | Time: 14.439058542251587 | Step: 200 / 285 | {'loss_reg': '0.0301', 'loss': '0.0301'}
Train | Epoch: 1 | Time: 13.774191617965698 | Step: 210 / 285 | {'loss_reg': '0.0298', 'loss': '0.0298'}
Train | Epoch: 1 | Time: 14.896482944488525 | Step: 220 / 285 | {'loss_reg': '0.0302', 'loss': '0.0302'}
Train | Epoch: 1 | Time: 15.389214038848877 | Step: 230 / 285 | {'loss_reg': '0.0313', 'loss': '0.0313'}
Train | Epoch: 1 | Time: 14.861841917037964 | Step: 240 / 285 | {'loss_reg': '0.0276', 'loss': '0.0276'}
Train | Epoch: 1 | Time: 13.8369722366333 | Step: 250 / 285 | {'loss_reg': '0.0286', 'loss': '0.0286'}
Train | Epoch: 1 | Time: 13.896183252334595 | Step: 260 / 285 | {'loss_reg': '0.0294', 'loss': '0.0294'}
Train | Epoch: 1 | Time: 13.875977516174316 | Step: 270 / 285 | {'loss_reg': '0.0282', 'loss': '0.0282'}
Train | Epoch: 1 | Time: 13.885095357894897 | Step: 280 / 285 | {'loss_reg': '0.0293', 'loss': '0.0293'}
Val | Epoch: 1 | {'rmse': '14.909', 'pearson': '0.809', 'r2': '0.651', 'spearmanr': '0.805'}
Train | Epoch: 2 | Time: 1.3647682666778564 | Step: 0 / 285 | {'loss_reg': '0.0293', 'loss': '0.0293'}
Train | Epoch: 2 | Time: 14.998263835906982 | Step: 10 / 285 | {'loss_reg': '0.0298', 'loss': '0.0298'}
Train | Epoch: 2 | Time: 13.942442655563354 | Step: 20 / 285 | {'loss_reg': '0.0274', 'loss': '0.0274'}
Train | Epoch: 2 | Time: 15.075878858566284 | Step: 30 / 285 | {'loss_reg': '0.0288', 'loss': '0.0288'}
Train | Epoch: 2 | Time: 14.390691757202148 | Step: 40 / 285 | {'loss_reg': '0.0274', 'loss': '0.0274'}
Train | Epoch: 2 | Time: 13.853580951690674 | Step: 50 / 285 | {'loss_reg': '0.0269', 'loss': '0.0269'}
Train | Epoch: 2 | Time: 14.274789094924927 | Step: 60 / 285 | {'loss_reg': '0.0304', 'loss': '0.0304'}
Train | Epoch: 2 | Time: 15.106724262237549 | Step: 70 / 285 | {'loss_reg': '0.0284', 'loss': '0.0284'}
Train | Epoch: 2 | Time: 15.341336488723755 | Step: 80 / 285 | {'loss_reg': '0.0291', 'loss': '0.0291'}
Train | Epoch: 2 | Time: 14.473084688186646 | Step: 90 / 285 | {'loss_reg': '0.0305', 'loss': '0.0305'}
Train | Epoch: 2 | Time: 14.091114044189453 | Step: 100 / 285 | {'loss_reg': '0.0289', 'loss': '0.0289'}
Train | Epoch: 2 | Time: 14.385539531707764 | Step: 110 / 285 | {'loss_reg': '0.0275', 'loss': '0.0275'}
Train | Epoch: 2 | Time: 14.189893960952759 | Step: 120 / 285 | {'loss_reg': '0.0277', 'loss': '0.0277'}
Train | Epoch: 2 | Time: 14.536527633666992 | Step: 130 / 285 | {'loss_reg': '0.0297', 'loss': '0.0297'}
Train | Epoch: 2 | Time: 14.451148271560669 | Step: 140 / 285 | {'loss_reg': '0.0298', 'loss': '0.0298'}
Train | Epoch: 2 | Time: 14.036075115203857 | Step: 150 / 285 | {'loss_reg': '0.0305', 'loss': '0.0305'}
Train | Epoch: 2 | Time: 14.334957361221313 | Step: 160 / 285 | {'loss_reg': '0.0285', 'loss': '0.0285'}
Train | Epoch: 2 | Time: 14.521587133407593 | Step: 170 / 285 | {'loss_reg': '0.0292', 'loss': '0.0292'}
Train | Epoch: 2 | Time: 14.038224697113037 | Step: 180 / 285 | {'loss_reg': '0.0291', 'loss': '0.0291'}
Train | Epoch: 2 | Time: 14.322909355163574 | Step: 190 / 285 | {'loss_reg': '0.0297', 'loss': '0.0297'}
Train | Epoch: 2 | Time: 15.031798124313354 | Step: 200 / 285 | {'loss_reg': '0.0294', 'loss': '0.0294'}
Train | Epoch: 2 | Time: 13.967449188232422 | Step: 210 / 285 | {'loss_reg': '0.0288', 'loss': '0.0288'}
Train | Epoch: 2 | Time: 14.799064874649048 | Step: 220 / 285 | {'loss_reg': '0.0275', 'loss': '0.0275'}
Train | Epoch: 2 | Time: 14.927101612091064 | Step: 230 / 285 | {'loss_reg': '0.0272', 'loss': '0.0272'}
Train | Epoch: 2 | Time: 14.397091150283813 | Step: 240 / 285 | {'loss_reg': '0.0271', 'loss': '0.0271'}
Train | Epoch: 2 | Time: 14.232611656188965 | Step: 250 / 285 | {'loss_reg': '0.0284', 'loss': '0.0284'}
Train | Epoch: 2 | Time: 14.687404870986938 | Step: 260 / 285 | {'loss_reg': '0.0272', 'loss': '0.0272'}
Train | Epoch: 2 | Time: 13.860181093215942 | Step: 270 / 285 | {'loss_reg': '0.0288', 'loss': '0.0288'}
Train | Epoch: 2 | Time: 13.939459323883057 | Step: 280 / 285 | {'loss_reg': '0.0271', 'loss': '0.0271'}
Val | Epoch: 2 | {'rmse': '14.310', 'pearson': '0.827', 'r2': '0.678', 'spearmanr': '0.821'}
Train | Epoch: 3 | Time: 1.3169291019439697 | Step: 0 / 285 | {'loss_reg': '0.0280', 'loss': '0.0280'}
Train | Epoch: 3 | Time: 14.471729278564453 | Step: 10 / 285 | {'loss_reg': '0.0293', 'loss': '0.0293'}
Train | Epoch: 3 | Time: 13.94046664237976 | Step: 20 / 285 | {'loss_reg': '0.0291', 'loss': '0.0291'}
Train | Epoch: 3 | Time: 15.169625997543335 | Step: 30 / 285 | {'loss_reg': '0.0263', 'loss': '0.0263'}
Train | Epoch: 3 | Time: 14.405677318572998 | Step: 40 / 285 | {'loss_reg': '0.0272', 'loss': '0.0272'}
Train | Epoch: 3 | Time: 14.484206438064575 | Step: 50 / 285 | {'loss_reg': '0.0260', 'loss': '0.0260'}
Train | Epoch: 3 | Time: 14.845052719116211 | Step: 60 / 285 | {'loss_reg': '0.0271', 'loss': '0.0271'}
Train | Epoch: 3 | Time: 14.940177917480469 | Step: 70 / 285 | {'loss_reg': '0.0267', 'loss': '0.0267'}
Train | Epoch: 3 | Time: 13.97835636138916 | Step: 80 / 285 | {'loss_reg': '0.0295', 'loss': '0.0295'}
Train | Epoch: 3 | Time: 13.970658540725708 | Step: 90 / 285 | {'loss_reg': '0.0267', 'loss': '0.0267'}
Train | Epoch: 3 | Time: 14.201625347137451 | Step: 100 / 285 | {'loss_reg': '0.0276', 'loss': '0.0276'}
Train | Epoch: 3 | Time: 14.077453136444092 | Step: 110 / 285 | {'loss_reg': '0.0289', 'loss': '0.0289'}
Train | Epoch: 3 | Time: 14.202640533447266 | Step: 120 / 285 | {'loss_reg': '0.0286', 'loss': '0.0286'}
Train | Epoch: 3 | Time: 13.977771520614624 | Step: 130 / 285 | {'loss_reg': '0.0287', 'loss': '0.0287'}
Train | Epoch: 3 | Time: 13.681215286254883 | Step: 140 / 285 | {'loss_reg': '0.0281', 'loss': '0.0281'}
Train | Epoch: 3 | Time: 14.608311176300049 | Step: 150 / 285 | {'loss_reg': '0.0272', 'loss': '0.0272'}
Train | Epoch: 3 | Time: 14.847180604934692 | Step: 160 / 285 | {'loss_reg': '0.0271', 'loss': '0.0271'}
Train | Epoch: 3 | Time: 14.18437671661377 | Step: 170 / 285 | {'loss_reg': '0.0280', 'loss': '0.0280'}
Train | Epoch: 3 | Time: 13.799202919006348 | Step: 180 / 285 | {'loss_reg': '0.0272', 'loss': '0.0272'}
Train | Epoch: 3 | Time: 14.538794994354248 | Step: 190 / 285 | {'loss_reg': '0.0268', 'loss': '0.0268'}
Train | Epoch: 3 | Time: 13.50188946723938 | Step: 200 / 285 | {'loss_reg': '0.0269', 'loss': '0.0269'}
Train | Epoch: 3 | Time: 13.872506856918335 | Step: 210 / 285 | {'loss_reg': '0.0242', 'loss': '0.0242'}
Train | Epoch: 3 | Time: 13.84264850616455 | Step: 220 / 285 | {'loss_reg': '0.0270', 'loss': '0.0270'}
Train | Epoch: 3 | Time: 14.119324922561646 | Step: 230 / 285 | {'loss_reg': '0.0268', 'loss': '0.0268'}
Train | Epoch: 3 | Time: 13.919116973876953 | Step: 240 / 285 | {'loss_reg': '0.0303', 'loss': '0.0303'}
