SEED FROM ARGS.
Train | Epoch: 1 | Step: 0 / 442 | {'loss_reg': '18.8999', 'loss_triplet': '1.0047', 'loss': '19.9046'}
Train | Epoch: 1 | Step: 10 / 442 | {'loss_reg': '11.7020', 'loss_triplet': '0.8229', 'loss': '12.5249'}
Train | Epoch: 1 | Step: 20 / 442 | {'loss_reg': '10.0361', 'loss_triplet': '0.6689', 'loss': '10.7050'}
Train | Epoch: 1 | Step: 30 / 442 | {'loss_reg': '10.3979', 'loss_triplet': '0.4943', 'loss': '10.8923'}
Train | Epoch: 1 | Step: 40 / 442 | {'loss_reg': '10.7782', 'loss_triplet': '0.3299', 'loss': '11.1080'}
Train | Epoch: 1 | Step: 50 / 442 | {'loss_reg': '7.8987', 'loss_triplet': '0.2798', 'loss': '8.1785'}
Train | Epoch: 1 | Step: 60 / 442 | {'loss_reg': '8.4716', 'loss_triplet': '0.1675', 'loss': '8.6391'}
Train | Epoch: 1 | Step: 70 / 442 | {'loss_reg': '6.7886', 'loss_triplet': '0.1216', 'loss': '6.9102'}
Train | Epoch: 1 | Step: 80 / 442 | {'loss_reg': '5.7620', 'loss_triplet': '0.1058', 'loss': '5.8678'}
Train | Epoch: 1 | Step: 90 / 442 | {'loss_reg': '8.3532', 'loss_triplet': '0.1147', 'loss': '8.4679'}
Train | Epoch: 1 | Step: 100 / 442 | {'loss_reg': '5.2147', 'loss_triplet': '0.0921', 'loss': '5.3068'}
Train | Epoch: 1 | Step: 110 / 442 | {'loss_reg': '6.7785', 'loss_triplet': '0.0841', 'loss': '6.8627'}
Train | Epoch: 1 | Step: 120 / 442 | {'loss_reg': '4.2226', 'loss_triplet': '0.0820', 'loss': '4.3046'}
Train | Epoch: 1 | Step: 130 / 442 | {'loss_reg': '7.8321', 'loss_triplet': '0.1123', 'loss': '7.9444'}
Train | Epoch: 1 | Step: 140 / 442 | {'loss_reg': '7.6822', 'loss_triplet': '0.1184', 'loss': '7.8006'}
Train | Epoch: 1 | Step: 150 / 442 | {'loss_reg': '6.1956', 'loss_triplet': '0.0671', 'loss': '6.2627'}
Train | Epoch: 1 | Step: 160 / 442 | {'loss_reg': '5.2642', 'loss_triplet': '0.0762', 'loss': '5.3403'}
Train | Epoch: 1 | Step: 170 / 442 | {'loss_reg': '6.6766', 'loss_triplet': '0.1025', 'loss': '6.7792'}
Train | Epoch: 1 | Step: 180 / 442 | {'loss_reg': '6.8182', 'loss_triplet': '0.1398', 'loss': '6.9580'}
Train | Epoch: 1 | Step: 190 / 442 | {'loss_reg': '4.0774', 'loss_triplet': '0.1042', 'loss': '4.1816'}
Train | Epoch: 1 | Step: 200 / 442 | {'loss_reg': '2.0032', 'loss_triplet': '0.0713', 'loss': '2.0745'}
Train | Epoch: 1 | Step: 210 / 442 | {'loss_reg': '4.9229', 'loss_triplet': '0.1050', 'loss': '5.0279'}
Train | Epoch: 1 | Step: 220 / 442 | {'loss_reg': '6.7816', 'loss_triplet': '0.0751', 'loss': '6.8567'}
Train | Epoch: 1 | Step: 230 / 442 | {'loss_reg': '3.2884', 'loss_triplet': '0.0898', 'loss': '3.3782'}
Train | Epoch: 1 | Step: 240 / 442 | {'loss_reg': '3.6382', 'loss_triplet': '0.0768', 'loss': '3.7150'}
Train | Epoch: 1 | Step: 250 / 442 | {'loss_reg': '5.1283', 'loss_triplet': '0.0911', 'loss': '5.2194'}
Train | Epoch: 1 | Step: 260 / 442 | {'loss_reg': '5.1423', 'loss_triplet': '0.1203', 'loss': '5.2626'}
Train | Epoch: 1 | Step: 270 / 442 | {'loss_reg': '3.1200', 'loss_triplet': '0.0729', 'loss': '3.1929'}
Train | Epoch: 1 | Step: 280 / 442 | {'loss_reg': '3.6679', 'loss_triplet': '0.0757', 'loss': '3.7436'}
Train | Epoch: 1 | Step: 290 / 442 | {'loss_reg': '3.8347', 'loss_triplet': '0.0588', 'loss': '3.8934'}
Train | Epoch: 1 | Step: 300 / 442 | {'loss_reg': '2.9076', 'loss_triplet': '0.1059', 'loss': '3.0135'}
Train | Epoch: 1 | Step: 310 / 442 | {'loss_reg': '1.0089', 'loss_triplet': '0.0600', 'loss': '1.0689'}
Train | Epoch: 1 | Step: 320 / 442 | {'loss_reg': '2.4093', 'loss_triplet': '0.1005', 'loss': '2.5098'}
Train | Epoch: 1 | Step: 330 / 442 | {'loss_reg': '3.3255', 'loss_triplet': '0.0680', 'loss': '3.3934'}
Train | Epoch: 1 | Step: 340 / 442 | {'loss_reg': '8.4262', 'loss_triplet': '0.0549', 'loss': '8.4811'}
Train | Epoch: 1 | Step: 350 / 442 | {'loss_reg': '1.9742', 'loss_triplet': '0.0681', 'loss': '2.0423'}
Train | Epoch: 1 | Step: 360 / 442 | {'loss_reg': '2.6991', 'loss_triplet': '0.0634', 'loss': '2.7625'}
Train | Epoch: 1 | Step: 370 / 442 | {'loss_reg': '1.5746', 'loss_triplet': '0.0589', 'loss': '1.6335'}
Train | Epoch: 1 | Step: 380 / 442 | {'loss_reg': '5.0394', 'loss_triplet': '0.0613', 'loss': '5.1007'}
Train | Epoch: 1 | Step: 390 / 442 | {'loss_reg': '1.5266', 'loss_triplet': '0.0690', 'loss': '1.5956'}
Train | Epoch: 1 | Step: 400 / 442 | {'loss_reg': '1.3736', 'loss_triplet': '0.1000', 'loss': '1.4736'}
Train | Epoch: 1 | Step: 410 / 442 | {'loss_reg': '2.2869', 'loss_triplet': '0.0852', 'loss': '2.3721'}
Train | Epoch: 1 | Step: 420 / 442 | {'loss_reg': '1.4180', 'loss_triplet': '0.0408', 'loss': '1.4588'}
Train | Epoch: 1 | Step: 430 / 442 | {'loss_reg': '3.9105', 'loss_triplet': '0.1242', 'loss': '4.0347'}
Train | Epoch: 1 | Step: 440 / 442 | {'loss_reg': '2.6021', 'loss_triplet': '0.0661', 'loss': '2.6682'}
Val | Epoch: 1 | {'rmse': '15.147', 'pearson': '0.934', 'r2': '0.830', 'spearmanr': '0.916'}
Train | Epoch: 2 | Step: 0 / 442 | {'loss_reg': '4.0503', 'loss_triplet': '0.0456', 'loss': '4.0959'}
Train | Epoch: 2 | Step: 10 / 442 | {'loss_reg': '0.3813', 'loss_triplet': '0.0540', 'loss': '0.4354'}
Train | Epoch: 2 | Step: 20 / 442 | {'loss_reg': '10.0927', 'loss_triplet': '0.0531', 'loss': '10.1458'}
Train | Epoch: 2 | Step: 30 / 442 | {'loss_reg': '0.8757', 'loss_triplet': '0.0496', 'loss': '0.9253'}
Train | Epoch: 2 | Step: 40 / 442 | {'loss_reg': '0.6035', 'loss_triplet': '0.0682', 'loss': '0.6717'}
Train | Epoch: 2 | Step: 50 / 442 | {'loss_reg': '3.3543', 'loss_triplet': '0.0382', 'loss': '3.3925'}
Train | Epoch: 2 | Step: 60 / 442 | {'loss_reg': '1.0679', 'loss_triplet': '0.0515', 'loss': '1.1194'}
Train | Epoch: 2 | Step: 70 / 442 | {'loss_reg': '0.7244', 'loss_triplet': '0.1929', 'loss': '0.9173'}
Train | Epoch: 2 | Step: 80 / 442 | {'loss_reg': '1.5747', 'loss_triplet': '0.0663', 'loss': '1.6411'}
Train | Epoch: 2 | Step: 90 / 442 | {'loss_reg': '2.2200', 'loss_triplet': '0.0634', 'loss': '2.2834'}
Train | Epoch: 2 | Step: 100 / 442 | {'loss_reg': '2.2409', 'loss_triplet': '0.0995', 'loss': '2.3404'}
Train | Epoch: 2 | Step: 110 / 442 | {'loss_reg': '2.1464', 'loss_triplet': '0.1646', 'loss': '2.3109'}
Train | Epoch: 2 | Step: 120 / 442 | {'loss_reg': '1.5502', 'loss_triplet': '0.0729', 'loss': '1.6231'}
Train | Epoch: 2 | Step: 130 / 442 | {'loss_reg': '2.2633', 'loss_triplet': '0.0770', 'loss': '2.3404'}
Train | Epoch: 2 | Step: 140 / 442 | {'loss_reg': '3.1742', 'loss_triplet': '0.0657', 'loss': '3.2399'}
Train | Epoch: 2 | Step: 150 / 442 | {'loss_reg': '1.9874', 'loss_triplet': '0.0710', 'loss': '2.0584'}
Train | Epoch: 2 | Step: 160 / 442 | {'loss_reg': '2.9830', 'loss_triplet': '0.0508', 'loss': '3.0338'}
Train | Epoch: 2 | Step: 170 / 442 | {'loss_reg': '0.6480', 'loss_triplet': '0.0504', 'loss': '0.6984'}
Train | Epoch: 2 | Step: 180 / 442 | {'loss_reg': '1.8692', 'loss_triplet': '0.0751', 'loss': '1.9443'}
Train | Epoch: 2 | Step: 190 / 442 | {'loss_reg': '1.8516', 'loss_triplet': '0.2685', 'loss': '2.1201'}
Train | Epoch: 2 | Step: 200 / 442 | {'loss_reg': '1.0884', 'loss_triplet': '0.0532', 'loss': '1.1415'}
Train | Epoch: 2 | Step: 210 / 442 | {'loss_reg': '0.4947', 'loss_triplet': '0.0560', 'loss': '0.5507'}
Train | Epoch: 2 | Step: 220 / 442 | {'loss_reg': '1.5335', 'loss_triplet': '0.0504', 'loss': '1.5839'}
Train | Epoch: 2 | Step: 230 / 442 | {'loss_reg': '1.6885', 'loss_triplet': '0.0418', 'loss': '1.7302'}
Train | Epoch: 2 | Step: 240 / 442 | {'loss_reg': '0.6081', 'loss_triplet': '0.0962', 'loss': '0.7043'}
Train | Epoch: 2 | Step: 250 / 442 | {'loss_reg': '2.6639', 'loss_triplet': '0.0564', 'loss': '2.7203'}
Train | Epoch: 2 | Step: 260 / 442 | {'loss_reg': '4.7156', 'loss_triplet': '0.1934', 'loss': '4.9090'}
Train | Epoch: 2 | Step: 270 / 442 | {'loss_reg': '3.0384', 'loss_triplet': '0.1379', 'loss': '3.1763'}
Train | Epoch: 2 | Step: 280 / 442 | {'loss_reg': '2.3850', 'loss_triplet': '0.0438', 'loss': '2.4288'}
Train | Epoch: 2 | Step: 290 / 442 | {'loss_reg': '0.7313', 'loss_triplet': '0.0665', 'loss': '0.7979'}
