SEED FROM ARGS.
Train | Epoch: 1 | Time: 6.883018255233765 | Step: 0 / 285 | {'loss_reg': '0.1030', 'loss': '0.1030'}
Train | Epoch: 1 | Time: 7.874833345413208 | Step: 10 / 285 | {'loss_reg': '0.0605', 'loss': '0.0605'}
Train | Epoch: 1 | Time: 8.403465032577515 | Step: 20 / 285 | {'loss_reg': '0.0581', 'loss': '0.0581'}
Train | Epoch: 1 | Time: 8.234295129776001 | Step: 30 / 285 | {'loss_reg': '0.0509', 'loss': '0.0509'}
Train | Epoch: 1 | Time: 8.1556978225708 | Step: 40 / 285 | {'loss_reg': '0.0499', 'loss': '0.0499'}
Train | Epoch: 1 | Time: 8.394336223602295 | Step: 50 / 285 | {'loss_reg': '0.0508', 'loss': '0.0508'}
Train | Epoch: 1 | Time: 8.204178810119629 | Step: 60 / 285 | {'loss_reg': '0.0494', 'loss': '0.0494'}
Train | Epoch: 1 | Time: 8.302875280380249 | Step: 70 / 285 | {'loss_reg': '0.0467', 'loss': '0.0467'}
Train | Epoch: 1 | Time: 8.055766344070435 | Step: 80 / 285 | {'loss_reg': '0.0447', 'loss': '0.0447'}
Train | Epoch: 1 | Time: 8.423800706863403 | Step: 90 / 285 | {'loss_reg': '0.0404', 'loss': '0.0404'}
Train | Epoch: 1 | Time: 8.118453025817871 | Step: 100 / 285 | {'loss_reg': '0.0387', 'loss': '0.0387'}
Train | Epoch: 1 | Time: 8.319059610366821 | Step: 110 / 285 | {'loss_reg': '0.0383', 'loss': '0.0383'}
Train | Epoch: 1 | Time: 7.9518749713897705 | Step: 120 / 285 | {'loss_reg': '0.0366', 'loss': '0.0366'}
Train | Epoch: 1 | Time: 9.049139976501465 | Step: 130 / 285 | {'loss_reg': '0.0347', 'loss': '0.0347'}
Train | Epoch: 1 | Time: 8.01045274734497 | Step: 140 / 285 | {'loss_reg': '0.0329', 'loss': '0.0329'}
Train | Epoch: 1 | Time: 8.137454271316528 | Step: 150 / 285 | {'loss_reg': '0.0345', 'loss': '0.0345'}
Train | Epoch: 1 | Time: 7.845820426940918 | Step: 160 / 285 | {'loss_reg': '0.0320', 'loss': '0.0320'}
Train | Epoch: 1 | Time: 8.087583541870117 | Step: 170 / 285 | {'loss_reg': '0.0334', 'loss': '0.0334'}
Train | Epoch: 1 | Time: 7.885738849639893 | Step: 180 / 285 | {'loss_reg': '0.0346', 'loss': '0.0346'}
Train | Epoch: 1 | Time: 8.11144757270813 | Step: 190 / 285 | {'loss_reg': '0.0328', 'loss': '0.0328'}
Train | Epoch: 1 | Time: 7.851981163024902 | Step: 200 / 285 | {'loss_reg': '0.0332', 'loss': '0.0332'}
Train | Epoch: 1 | Time: 8.085197687149048 | Step: 210 / 285 | {'loss_reg': '0.0302', 'loss': '0.0302'}
Train | Epoch: 1 | Time: 7.902095079421997 | Step: 220 / 285 | {'loss_reg': '0.0293', 'loss': '0.0293'}
Train | Epoch: 1 | Time: 8.13024640083313 | Step: 230 / 285 | {'loss_reg': '0.0295', 'loss': '0.0295'}
Train | Epoch: 1 | Time: 7.839219331741333 | Step: 240 / 285 | {'loss_reg': '0.0319', 'loss': '0.0319'}
Train | Epoch: 1 | Time: 8.210653066635132 | Step: 250 / 285 | {'loss_reg': '0.0292', 'loss': '0.0292'}
Train | Epoch: 1 | Time: 7.985487937927246 | Step: 260 / 285 | {'loss_reg': '0.0302', 'loss': '0.0302'}
Train | Epoch: 1 | Time: 8.153021335601807 | Step: 270 / 285 | {'loss_reg': '0.0324', 'loss': '0.0324'}
Train | Epoch: 1 | Time: 8.002012252807617 | Step: 280 / 285 | {'loss_reg': '0.0319', 'loss': '0.0319'}
Val | Epoch: 1 | {'rmse': '15.508', 'pearson': '0.802', 'r2': '0.622', 'spearmanr': '0.807'}
Train | Epoch: 2 | Time: 0.7540509700775146 | Step: 0 / 285 | {'loss_reg': '0.0296', 'loss': '0.0296'}
Train | Epoch: 2 | Time: 8.055872678756714 | Step: 10 / 285 | {'loss_reg': '0.0293', 'loss': '0.0293'}
Train | Epoch: 2 | Time: 7.6746392250061035 | Step: 20 / 285 | {'loss_reg': '0.0293', 'loss': '0.0293'}
Train | Epoch: 2 | Time: 7.8972601890563965 | Step: 30 / 285 | {'loss_reg': '0.0311', 'loss': '0.0311'}
Train | Epoch: 2 | Time: 8.160390138626099 | Step: 40 / 285 | {'loss_reg': '0.0279', 'loss': '0.0279'}
Train | Epoch: 2 | Time: 8.198305606842041 | Step: 50 / 285 | {'loss_reg': '0.0287', 'loss': '0.0287'}
Train | Epoch: 2 | Time: 8.197327613830566 | Step: 60 / 285 | {'loss_reg': '0.0300', 'loss': '0.0300'}
Train | Epoch: 2 | Time: 8.184259176254272 | Step: 70 / 285 | {'loss_reg': '0.0306', 'loss': '0.0306'}
Train | Epoch: 2 | Time: 8.018929481506348 | Step: 80 / 285 | {'loss_reg': '0.0285', 'loss': '0.0285'}
Train | Epoch: 2 | Time: 7.814176321029663 | Step: 90 / 285 | {'loss_reg': '0.0301', 'loss': '0.0301'}
Train | Epoch: 2 | Time: 7.853790283203125 | Step: 100 / 285 | {'loss_reg': '0.0281', 'loss': '0.0281'}
Train | Epoch: 2 | Time: 8.32697081565857 | Step: 110 / 285 | {'loss_reg': '0.0271', 'loss': '0.0271'}
Train | Epoch: 2 | Time: 8.019447565078735 | Step: 120 / 285 | {'loss_reg': '0.0303', 'loss': '0.0303'}
Train | Epoch: 2 | Time: 7.777155160903931 | Step: 130 / 285 | {'loss_reg': '0.0273', 'loss': '0.0273'}
Train | Epoch: 2 | Time: 7.77130651473999 | Step: 140 / 285 | {'loss_reg': '0.0280', 'loss': '0.0280'}
Train | Epoch: 2 | Time: 7.879839897155762 | Step: 150 / 285 | {'loss_reg': '0.0296', 'loss': '0.0296'}
Train | Epoch: 2 | Time: 8.402932167053223 | Step: 160 / 285 | {'loss_reg': '0.0277', 'loss': '0.0277'}
Train | Epoch: 2 | Time: 8.165679931640625 | Step: 170 / 285 | {'loss_reg': '0.0295', 'loss': '0.0295'}
Train | Epoch: 2 | Time: 8.109536409378052 | Step: 180 / 285 | {'loss_reg': '0.0296', 'loss': '0.0296'}
Train | Epoch: 2 | Time: 8.238928079605103 | Step: 190 / 285 | {'loss_reg': '0.0274', 'loss': '0.0274'}
Train | Epoch: 2 | Time: 8.001067638397217 | Step: 200 / 285 | {'loss_reg': '0.0298', 'loss': '0.0298'}
Train | Epoch: 2 | Time: 8.200245380401611 | Step: 210 / 285 | {'loss_reg': '0.0274', 'loss': '0.0274'}
Train | Epoch: 2 | Time: 8.03519606590271 | Step: 220 / 285 | {'loss_reg': '0.0290', 'loss': '0.0290'}
Train | Epoch: 2 | Time: 8.302891731262207 | Step: 230 / 285 | {'loss_reg': '0.0286', 'loss': '0.0286'}
Train | Epoch: 2 | Time: 8.041040897369385 | Step: 240 / 285 | {'loss_reg': '0.0281', 'loss': '0.0281'}
Train | Epoch: 2 | Time: 8.279359579086304 | Step: 250 / 285 | {'loss_reg': '0.0292', 'loss': '0.0292'}
Train | Epoch: 2 | Time: 8.126274108886719 | Step: 260 / 285 | {'loss_reg': '0.0290', 'loss': '0.0290'}
Train | Epoch: 2 | Time: 8.420760869979858 | Step: 270 / 285 | {'loss_reg': '0.0283', 'loss': '0.0283'}
Train | Epoch: 2 | Time: 8.131557703018188 | Step: 280 / 285 | {'loss_reg': '0.0292', 'loss': '0.0292'}
Val | Epoch: 2 | {'rmse': '14.464', 'pearson': '0.825', 'r2': '0.671', 'spearmanr': '0.819'}
Train | Epoch: 3 | Time: 0.7440710067749023 | Step: 0 / 285 | {'loss_reg': '0.0289', 'loss': '0.0289'}
Train | Epoch: 3 | Time: 8.19946026802063 | Step: 10 / 285 | {'loss_reg': '0.0295', 'loss': '0.0295'}
Train | Epoch: 3 | Time: 8.057624101638794 | Step: 20 / 285 | {'loss_reg': '0.0269', 'loss': '0.0269'}
Train | Epoch: 3 | Time: 8.182641744613647 | Step: 30 / 285 | {'loss_reg': '0.0305', 'loss': '0.0305'}
